org_id;org_name;legal_form;polactive_start_date;polactive_end_date;seat_location;zipcode;region_abb;country_abb;longitude;latitude;ig_type;policy_area;address_raw;GAVA_assoc_id;GAVA_assoc_name;GAVA_assoc_aggregate_name;GAVA_assoc_legal_form;GAVA_assoc_general;GAVA_assoc_ig_type;GAVA_assoc_ig_type_name;GAVA_assoc_ig_code;GAVA_assoc_ig_code_name;GAVA_level;GAVA_category;GAVA_topic;GAVA_topic_business;NCCR_nqid;NCCR_A4 Organisation;GK_interest_group;GK_canton_ig_raw;GK_type;GK_policy_code
CH_H8KkcewN6fGv;Associazione Festival internazionale del Film di Locarno, Locarno;Ve.;2002;2017;Locarno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;534;Associazione Festival internazionale del Film di Locarno;Associazione Festival internazionale del Film di Locarno;30;Association;60;Hobby/leisure groups;63;Arts;1;Local;6;98;NA;NA;Associazione Festival internazionale del Film di Locarno ;TI;culture;28
CH_BKqlbxA4JVcd;Associazione pro Juventute Svizzera italiana, Giubiasco;Ve.;2012;2015;Giubiasco;6512;TI;CH;9,001057646;46,17260187;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;4006;Pro Juventute;Pro Juventute;20;Fondation;80;Public interest groups;83;Humanitarian - national;3;National;2;NA;NA;NA;Pro Juventute;BE;ngo;13
CH_tGMRc24nJvf8;Associazione svizzera linea ferroviaria di alta capacità Milano-Lugano;Ve.;2005;2007;Lugano;6900;TI;CH;8,976010841;46,00785538;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;539;Associazione svizzera linea ferroviaria di alta capacita Milano- Lugano;Associazione svizzera linea ferroviaria di alta capacita Milano- Lugano;30;Association;80;Public interest groups;89;Local development;2;Regional/Cantonal;10;98;NA;NA;Associazione svizzera linea ferroviaria di alta capacità Milano-Lugano ;TI;prof;10
CH_0AH50MMgiWn8;Banca Raiffeisen Locarno, Locarno;Gen.;2011;2017;Locarno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;653;Banca Raiffeisen Locarno;Raiffeisen;13;Societe;20;Business groups;26;Private firm/company;98;NA;15;1501;NA;NA;NA;NA;NA;NA
CH_HtsFU5Dx4JBG;Commissione intercomunale dei trasporti locarnesi e Vallemaggia;Komm.;2005;2017;Locarno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;1181;Commissione intercomunale dei trasporti locarnesi e Vallemaggia;Commissione intercomunale dei trasporti locarnesi e Vallemaggia;40;Commission;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;2;Regional/Cantonal;10;98;NA;NA;Commissione intercomunale dei trasporti locarnesi e Vallemaggia ;TI;public;10
CH_+oov8/1LISjU;Forum della Piazza;Ve.;2005;2008;Locarno;6600;TI;CH;8,833300803;46,16973154;21;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;2106;FORUM DELLA PIAZZA;FORUM DELLA PIAZZA;30;Association;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FORUM DELLA PIAZZA ;TI;NA;NA
CH_TPcd4klOHvvV;Gruppo Multi SA, Muralto;AG;2007;2017;Muralto;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;2459;Gruppo Multi SA Muralto;Gruppo Multi SA Muralto;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1500;NA;NA;Gruppo Multi SA, Muralto ;TI;comp;14
CH_J8TgxWdXpnOc;Impresa Barella SA, Chiasso;AG;2003;2017;Chiasso;6830;TI;CH;9,016543501;45,82882802;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;2799;Impresa Barella SA Chiasso;Impresa Barella SA Chiasso;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Impresa Barella SA, Chiasso ;TI;comp;14
CH_xAp9MiCm/U46;Pizzarotti (Suisse) SA, Lugano;AG;2002;2010;Lugano;6900;TI;CH;8,976010841;46,00785538;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;3920;Pizzarotti (Suisse) SA Lugano;Pizzarotti (Suisse) SA Lugano;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Pizzarotti SA, Lugano;NA;comp;1
CH_m9CqG62nPLda;Prosegur SA, Lugano;AG;2001;2007;Lugano;6900;TI;CH;8,976010841;46,00785538;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;4075;Prosegur SA Lugano;Prosegur SA Lugano;11;Societe;20;Business groups;26;Private firm/company;98;NA;16;NA;NA;NA;Prosegur SA, Lugano;TI;comp;12
CH_c7OTY0WbPzzU;Schweizer Verband für Rechnungslegung, Controlling und Rechnungswesen (veb.ch), Zürich;Ve.;2012;2017;Zürich;8000;ZH;CH;8,475219;47,360508;21;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_hBdysAa9Ste1;Schwiizer hälfed Schwiizer (ShS), Zürich;Stift.;2005;2017;Zürich;8000;ZH;CH;8,475219;47,360508;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;4851;Schwiizer hälfed Schwiizer Zürich;Schwiizer hälfed Schwiizer Zürich;20;Fondation;80;Public interest groups;83;Humanitarian - national;3;National;13;98;NA;NA;Schwiizer hälfed Schwiizer, Zürich;ZH;ngo;13
CH_10EpQorr0mL2;Securitas SA, Zollikofen;AG;1991;2017;Zollikofen;3052;BE;CH;7,452428036;46,99423009;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;4875;Securitas SA Società Svizzera di Vigilanza;Securitas SA Società Svizzera di Vigilanza;11;Societe;20;Business groups;26;Private firm/company;98;NA;16;98;NA;NA;Securitas SA, Zollikofen;BE;comp;12
CH_aAkzHJNOvLXP;Società Cooperativa Banca Raiffeisen di Solduno;Gen.;2005;2007;Solduno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;5017;Societa Cooperativa Banca Raiffeisen di Solduno;Raiffeisen;13;Societe;20;Business groups;26;Private firm/company;98;NA;15;1501;NA;NA;Società Cooperativa Banca Raiffeisen di Solduno ;TI;comp;15
CH_hd0WBKoNkZAB;Società Elettrica Sopracenerina SA, Locarno;AG;1985;2013;Locarno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;5019;Societa Elettrica Sopracenerina SA Locarno;Societa Elettrica Sopracenerina SA Locarno;11;Societe;20;Business groups;26;Private firm/company;98;NA;8;98;NA;NA;Società Elettrica Sopracenerina SA, Locarno ;TI;public;8
CH_9LY25M2trhnd;Società per le Ferrovie Autolinee Regionali Ticinesi (FART), Locarno;AG;2000;2017;Locarno;6600;TI;CH;8,833300803;46,16973154;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;NOT_IN_CLEA-20220908;1744;FART Locarno;FART Locarno;11;Societe;20;Business groups;27;Public utility company;98;NA;10;98;NA;NA;Società per le Ferrovie Autolinee Regionali Ticinesi  ;TI;comp;10
CH_vDzJbf7t5nFu;ASIN Valais;Ve.;2016;2017;NA;NA;VS;CH;NA;NA;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_cvQUxQWYF/9g;Etude Jean-Luc Addor SA, Sion;AG;2016;2017;Sion;1950;VS;CH;7,36598628;46,23043627;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_TeYr0/ZqkZqp;Pénalty d'Or du FC Savièse;Ve.;2016;2017;Savièse;1965;VS;CH;7,311391673;46,30934246;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_/okkJGhieWjs;Pro Tell;Ve.;2004;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;4047;Pro Tell;Pro Tell;30;Association;80;Public interest groups;88;Ideological and political groups;3;National;12;98;NA;NA;Pro Tell;BE;ngo;16
CH_6f+mRCA9LDt6;Société de tir pratique Valais (STPV);Ve.;2017;2017;NA;NA;VS;CH;NA;NA;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_5VPZ8b3GoXFL;AEBI Reisen GmbH, Alchenstorf;GmbH;2009;2017;Alchenstorf;3473;BE;CH;7,63666;47,122544;;;;98;AEBI Reisen GmbH Alchenstorf;AEBI Reisen GmbH Alchenstorf;12;Societe;20;Business groups;26;Private firm/company;98;NA;15;1569;NA;NA;AEBI Reisen GmbH;BE;comp;4
CH_irHZ/Xru532G;Agro Treuhand Rütti, Zollikofen;AG;2009;2012;Zollikofen;3052;BE;CH;7,452428036;46,99423009;;;;159;Agro Treuhand Rütti Zollikofen;Agro Treuhand Rütti Zollikofen;11;Societe;20;Business groups;26;Private firm/company;98;NA;4;98;NA;NA;Agro Treuhand Rütti;BE;comp;15
CH_vqzBHQyZy5Ae;Arbeitsgemeinschaft Schweizerischer Rinderzüchter (ASR), Bern;Gen.;2007;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;360;Arbeitsgemeinschaft Schweizer Rinderzüchter (ASR) Bern;Arbeitsgemeinschaft Schweizer Rinderzüchter (ASR);13;Societe;20;Business groups;22;Sector-wide business groups;3;National;4;98;NA;NA;Arbeitsgemeinschaft Schweizerischer Rinderzüchter ;BE;prof;4
CH_4W6uZrD2oqK8;Branchenorganisation Viehexport Schweiz (BOVES), Bern;Ve.;2003;2008;Bern;3000;BE;CH;7,406455946;46,94761344;;;;915;Branchenorganisation Viehexport Schweiz;Branchenorganisation Viehexport Schweiz;30;Association;20;Business groups;22;Sector-wide business groups;3;National;4;98;NA;NA;Branchenorganisation Viehexport Schweiz;BE;business;4
CH_UsfgQ0lniwqX;Eidg. Schwing- und Älplerfest 2013 Burgdorf;Ve.;2010;2017;Burgdorf;3400;BE;CH;7,619103997;47,05366353;;;;1542;Eidgenössisches Schwing- und Älplerfest 2013 Burgdorf;Eidgenössisches Schwing- und Älplerfest 2013 Burgdorf;30;Association;60;Hobby/leisure groups;61;Sport;3;National;6;98;NA;NA;NA;NA;NA;NA
CH_h7bLB+oTfojy;Emmental Versicherung, Konolfingen;Gen.;2008;2009;Konolfingen;3510;BE;CH;7,608138909;46,88657664;;;;1584;Emmental Versicherung Konolfingen;Emmental Versicherung Konolfingen;13;Societe;20;Business groups;26;Private firm/company;98;NA;15;1505;NA;NA;Emmental Versicherung;BE;comp;15
CH_Cw6Fq/BNzqu9;Käsereigenossenschaft, Alchenstorf;Gen.;2009;2011;Alchenstorf;3473;BE;CH;7,63666;47,122544;;;;3024;Käsereigenossenschaft Alchenstorf;Käsereigenossenschaft Alchenstorf;13;Societe;20;Business groups;26;Private firm/company;98;NA;4;98;NA;NA;Käsereigenossenschaft, Alchenstorf;BE;prof;4
CH_N16smDnfLfa1;LOBAG Milch AG, Ostermundigen;AG;1998;2015;Ostermundigen;3072;BE;CH;7,495587166;46,95589739;;;;3337;LOBAG Milch AG Ostermundigen;Producteurs Suisses de Lait (PSL);11;Societe;20;Business groups;26;Private firm/company;98;NA;4;98;NA;NA;LOBAG Milch AG, Ostermundigen;BE;prof;4
CH_1NdJhfWtEHy+;Swissgenetics;Gen.;2008;2013;Zollikofen;3052;BE;CH;7,452428036;46,99423009;;;;5656;Swissgenetics;Swissgenetics;13;Societe;20;Business groups;26;Private firm/company;98;NA;4;98;NA;NA;Swissgenetics;BE;comp;3
CH_HfrdpoWob6Z9;swissherdbook / Schweizerischer Fleckviehzuchtverband;Ve.;2008;2013;Zollikofen;3052;BE;CH;7,452428036;46,99423009;;;;4758;Schweizerischer Fleckviehzuchtverband;Schweizerischer Fleckviehzuchtverband;13;Societe;40;Occupational associations;44;Other occupational associations;98;NA;4;98;883;Genossenschaft swissherdbook;Schweizerischer Fleckviehzuchtverband;BE;prof;4
CH_ZxQhNUPlBA5z;Advisory Board WKS KV Bildung, Bern;Ve.;2015;2015;Bern;3000;BE;CH;7,406455946;46,94761344;SI;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_JIra3CPgMriQ;Alliance Animale Suisse;NA;2015;2017;Bern;3000;BE;CH;7,406455946;46,94761344;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_b9Zzf1ahyNO4;Ballenberg - Schweizerisches Freilichtmuseum für ländliche Kultur, Hofstetten bei Brienz;Stift.;1985;2017;Hofstetten bei Brienz;3858;BE;CH;8,076924;46,766043;;;;647;Ballenberg - Schweiz. Freilichtmuseum für ländliche Kultur Brienz;Ballenberg - Schweiz. Freilichtmuseum für ländliche Kultur Brienz;20;Fondation;80;Public interest groups;810;Heritage and History;2;Regional/Cantonal;6;98;NA;NA;Schweiz. Freilichtmuseum Ballenberg, Brienz;BE;culture;28
CH_dmO9JZbjW56t;Cinésuisse, Bern;Ve.;2000;2017;Bern;3000;BE;CH;7,406455946;46,94761344;21;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;488;Cinésuisse Dachverband der Schweizerischen Film- und Audiovisionsbranche;Cinésuisse;BE;business;28
CH_9XV6cQ0t8HZr;Eltern Club Schweiz / Pro Juventute;Stift.;2014;2014;Zürich;8000;ZH;CH;8,475219;47,360508;;;;4006;Pro Juventute;Pro Juventute;20;Fondation;80;Public interest groups;83;Humanitarian - national;3;National;2;NA;NA;NA;Pro Juventute;BE;ngo;13
CH_0n95HySGnqMr;ElternLehre® Schweiz, Uettigen bei Bern;Ve.;2013;2015;Uettligen;3043;BE;CH;7,380972113;46,980313;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_fd9K4rd6VOQg;Espoir Zürich;Ve.;2016;2017;Zürich;8000;ZH;CH;8,475219;47,360508;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_MRAcH5qiIfzv;Fussverkehr Bern, Bern;Ve.;2012;2015;Bern;3000;BE;CH;7,406455946;46,94761344;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Fussverkehr Schweiz;ZH;ngo;14
CH_L0DcNjR+rANM;GAIA Kammermusikfestival, Thun;Ve.;2013;2014;Thun;3600;BE;CH;7,622171178;46,74657748;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_tyKMqJZsD/OX;Grand Prix von Bern, Bern;Ve.;2012;2017;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_SInF7xTkbui1;Interessengemeinschaft Musikinstrumentenbauer IGMIB;Ve.;2005;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;2751;IG Musikinstrumentenbauer (IGMIB);IG Musikinstrumentenbauer (IGMIB);30;Association;20;Business groups;24;Technical associations;3;National;5;98;NA;NA;Interessengemeinschaft Musikinstrumentenbauer ;SG;prof;1
CH_JFrnNHr5Sn5r;Jacobs Stiftung Projekt Ready;Stift.;2017;2017;Zürich;8000;ZH;CH;8,475219;47,360508;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_CKHu06ya4/Du;kidswest.ch Kunstwerkstatt, Bern;Ve.;2013;2017;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_JKaXxMA/JZV9;KleinKunst Schweiz;Ve.;2012;2017;Biel/Bienne;2500;BE;CH;7,29099;47,14706;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_/7ksrdjdqe8A;Naturpark Gantrisch;Ve.;2014;2017;Schwarzenburg;3150;BE;CH;7,342788359;46,845868;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_aYZzm4I+NK5y;Pro Juventute Schweiz / Pro Juventute Suisse;Stift.;1985;2017;Zürich;8000;ZH;CH;8,475219;47,360508;;;;4006;Pro Juventute;Pro Juventute;20;Fondation;80;Public interest groups;83;Humanitarian - national;3;National;2;NA;NA;NA;Pro Juventute Suisse;ZH;ngo;13
CH_plOaiSWiSziS;PRO VELO Schweiz / IG Velo Schweiz, Bern;Ve.;1996;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;4050;Pro Velo Schweiz;Pro Velo;30;Association;80;Public interest groups;85;Other public interest group;3;National;10;98;728;Pro Velo Schweiz;IG Velo Schweiz;BE;ngo;10
CH_vNyr7X07xzSv;Schweizer Wanderwege / Suisse Rando, Bern;Ve.;2002;2017;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Schweizer Wanderwege;BE;ngo;21
CH_VU0vPoMDKhj1;Schweizerische Vereinigung für Erwachsenenbildung (SVEB) / Fédération Suisse Education des Adultes (FSEA) / Federazione svizzera per l'educazione degli adulti (FSEA);Ve.;1994;2017;Zürich;8000;ZH;CH;8,475219;47,360508;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Federazione svizzera per l'educazione degli adulti;BE;public;6
CH_j0PncMOJ9EW8;SPITEX Bern;Gen.;2016;2017;Bern;3000;BE;CH;7,406455946;46,94761344;21;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_OowkmgwPOgL3;Sternwarte Uecht/BE;Stift.;2016;2017;Niedermuhlern;3087;BE;CH;7,460841;46,857627;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_eVy6aVfq34Zq;Stiftung Stockaiperturm Gondo/VS, Zwischbergen;Stift.;2014;2017;Zwischbergen;3901;VS;CH;8,129013983;46,200966;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_xyOLeM7GQjNr;Swissaid / Schweizerische Stiftung für Entwicklungszusammenarbeit / Fondation suisse pour la coopération au développement, Bern;Stift.;1989;2017;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;5633;Swissaid;Swissaid;20;Fondation;80;Public interest groups;82;Humanitarian - international;3;National;19;NA;NA;NA;Schweizerische Stiftung für Entwicklungszusammenarbeit;ZH;ngo;19
CH_Gq5sEqIaUpa5;SwissTopSport;NA;2013;2017;Cham;6330;ZG;CH;8,444778;47,189063;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_BM8Po3uj75+G;Universität Freiburg (Institutsrat für Familienforschung und -beratung);Anst.;2017;2017;Fribourg;1709;FR;CH;7,159743642;46,80418039;SI;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_l7vDneVgtMjS;Verkehrs-Club der Schweiz (VCS) Sektion Kanton Bern, Bern;Ve.;2004;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;5966;VCS des Kantons Bern Bern;Association Transport Environnement (ATE);30;Association;80;Public interest groups;81;Environment and animal welfare;2;Regional/Cantonal;7;98;NA;NA;Verkehrs-Club der Schweiz VCS  ;BE;other;10
CH_9akXz+Q1GLMP;CCAT (Comm. cantonale daménagement du territoire) Canton de Fribourg;Komm.;1997;1999;Fribourg;1709;FR;CH;7,159743642;46,80418039;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_t6wPi08ixdRo;Commission DETEC Standards im nationalen Strassenbau;EidgKomm;1998;1999;Bern;3000;BE;CH;7,406455946;46,94761344;OT;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_ZJVqQvDQPPd4;Fondation pour la conservation de la cathédrale Saint-Nicolas, Fribourg;Stift.;1997;1999;Fribourg;1709;FR;CH;7,159743642;46,80418039;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_FI7hNJpLX6NP;Fondation suisse pour le paysage;Stift.;1997;1999;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_Bck3zRLFCzKE;Les Fauvettes, séjours et convalescences;NA;1998;1999;Montagny-la-Ville;1776;FR;CH;6,97711941;46,816224;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_uq7lqdCbJUho;NA+;NA;NA;NA;NA;NA;NA;CH;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_xxvdiArTvK0P;Pro Senectute Schweiz / Pro Senectute Suisse / Stiftung für das Alter Schweiz, Zürich;Stift.;1985;2017;Zürich;8000;ZH;CH;8,475219;47,360508;;;;4034;Pro Senectute;Pro Senectute;20;Fondation;80;Public interest groups;83;Humanitarian - national;3;National;13;98;NA;NA;Pro Senectute;LU;ngo;13
CH_O2BeTie0c7P1;Release, centre de prévention;NA;1999;1999;Fribourg;1709;FR;CH;7,159743642;46,80418039;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_eFh1pQuNi2VF;Schweizerische Vereinigung für Landesplanung (VLP) / Association suisse pour l’aménagement national (ASPAN), Bern;Ve.;1986;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;520;Association suisse pour l'aménagement national (ASPAN);Association suisse pour l'aménagement national (VLP-ASPAN);30;Association;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;3;National;14;98;2698;Schweizerische Vereinigung für Landesplanung;Association suisse pour l'aménagement national;VD;ngo;14
CH_fwu6Bd+35mHW;Dachorganisation der Wirtschaft für erneuerbare Energien und Energieeffizienz (AEE SUISSE) / Organisation faîtière de l'économie des énergies renouvelables et de l'efficacité énergétique, Bern;Ve.;1999;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;100;AEE Schweiz. Agentur für erneuerbare Energien und Energieeffizienz;Agence des énergies renouvelables et de l'efficacité énergétique (AEE);30;Association;20;Business groups;22;Sector-wide business groups;3;National;8;98;NA;NA;NA;NA;NA;NA
CH_FXER/ZISbQ6k;Schweizerische Stiftung des Internationalen Sozialdienstes / Fondation Suisse du Service Social International (SSI), Genf;Stift.;2002;2017;Genève;1200;GE;CH;6,14139354;46,20577413;;;;2008;Fondation Suisse du Service Social International;Fondation Suisse du Service Social International;20;Fondation;80;Public interest groups;82;Humanitarian - international;3;National;19;98;NA;NA;Schweizerische Stiftung des internationalen Sozialdienstes;NA;ngo;19
CH_eoycprDzHN0t;Schweizerisches Arbeiterhilfswerk (SAH) / Oeuvre suisse d'entraide ouvrière (OSEO) / Soccorso Operaio Svizzero (SOS) / Solidar Suisse, Zürich;Ve.;1987;2017;Zürich;8000;ZH;CH;8,475219;47,360508;;;;4432;Schweiz. Arbeiterhilfswerk (SAH) Zürich;OSEO;30;Association;80;Public interest groups;83;Humanitarian - national;3;National;5;98;2811;Schweizerisches Arbeiterhilfswerk;Oeuvre suisse d'entraide ouvrière ;VS;ngo;33
CH_XFqih+0gPvI2;Fussverkehr Schweiz / Association suisse des piétons / Mobilité piétonne, Zürich;Ve.;2000;2017;Zürich;8000;ZH;CH;8,475219;47,360508;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mobilité piétonne/Fussverkehr Schweiz, Association suisse des piétons;ZH;ngo;10
CH_74unjdW+B3vO;Hoch-Ybrig AG, Unteriberg;AG;1985;2010;Unteriberg;8842;SZ;CH;8,831663809;47,04803785;;;;2642;Hoch- Ybrig AG Unteriberg;Hoch- Ybrig AG Unteriberg;11;Societe;20;Business groups;26;Private firm/company;98;NA;14;98;NA;NA;Hoch-Ybrig AG;SZ;tourist;29
CH_4socKNtFdWSl;Orniplan AG, Zürich;AG;2001;2010;Zürich;8000;ZH;CH;8,475219;47,360508;;;;3741;Orniplan AG Zürich;Orniplan AG Zürich;11;Societe;20;Business groups;26;Private firm/company;98;NA;7;98;NA;NA;Orniplan AG;ZH;comp;7
CH_juoFM2nOQuMC;Pro Natura / Schweiz. Bund für Naturschutz (SBN) / Ligue suisse pour la protection de la nature (LSPN), Basel;Ve.;1960;2017;Basel;4000;BS;CH;7,58053;47,559662;;;;4027;Pro Natura Basel;Pro Natura;30;Association;80;Public interest groups;81;Environment and animal welfare;3;National;7;98;2608;Pro Natura - Schweizerischer Bund für Naturschutz;Pro Natura Schweiz  ;BS;ngo;7
CH_JAXmFFoCx/iF;Schweizer Vogelschutz (SVS) / BirdLife Schweiz, Zürich;Ve.;2000;2017;Zürich;8000;ZH;CH;8,475219;47,360508;;;;5571;SVS (Schweiz. Vogelschutz) Zürich;SVS (Schweiz. Vogelschutz) Zürich;30;Association;80;Public interest groups;81;Environment and animal welfare;3;National;7;NA;NA;NA;Schweizer Vogelschutz;ZH;ngo;7
CH_El/gndfH2UjA;Schweizerischer Nationalpark (Eidg. Nationalparkkommission), Bern;EidgKomm;1985;2008;Bern;3000;BE;CH;7,406455946;46,94761344;;;;1519;Eidg. Nationalpark-Kommission;Eidg. Nationalpark-Kommission;41;Commission;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;3;National;21;98;NA;NA;NA;NA;NA;NA
CH_JgD5/MSf/5nQ;Schweizerischer Verband für Wohnungswesen (SVW), Zürich;Ve.;1985;2013;Zürich;8000;ZH;CH;8,475219;47,360508;;;;4427;Schweiz Verband für Wohnungswesen (SVW);Schweiz Verband für Wohnungswesen (SVW);30;Association;20;Business groups;22;Sector-wide business groups;2;Regional/Cantonal;14;NA;NA;NA;Schweizerischer Verband für Wohnungswesen;ZH;ngo;14
CH_zwvyxTGhjSbc;Zürcher Museums-Bahn (ZMB), Zürich;Ve.;2001;2010;Zürich;8000;ZH;CH;8,475219;47,360508;;;;6435;Zürcher Museums-Bahn (ZMB) Zürich;Zürcher Museums-Bahn (ZMB) Zürich;30;Association;80;Public interest groups;810;Heritage and History;2;Regional/Cantonal;10;98;NA;NA;Zürcher Museums-Bahn;ZH;ngo;21
CH_sXDtclZ/jNP6;Aeschi & Company GmbH, Baar;GmbH;2012;2017;Baar;6340;ZG;CH;8,537081334;47,19543532;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
