org_id;org_name;legal_form;polactive_start_date;polactive_end_date;seat_location;zipcode;region_abb;country_abb;longitude;latitude;ig_type;policy_area;address_raw;GAVA_assoc_id;GAVA_assoc_name;GAVA_assoc_aggregate_name;GAVA_assoc_legal_form;GAVA_assoc_general;GAVA_assoc_ig_type;GAVA_assoc_ig_type_name;GAVA_assoc_ig_code;GAVA_assoc_ig_code_name;GAVA_level;GAVA_category;GAVA_topic;GAVA_topic_business;NCCR_nqid;NCCR_A4 Organisation;GK_interest_group;GK_canton_ig_raw;GK_type;GK_policy_code
CH_E0mwlsgs9egt;Zentralschweizerischer Bauernverband (ZBB) / Innerschweizer Bauernbund (IBB), Rothenthurm;Ve.;1973;2017;Rothenthurm;6418;SZ;CH;8,682868758;47,09853218;40;;;6370;Zentralschweizerischer Bauernverband (ZBB) Rothenthurm;Union suisse des paysans;30;Association;20;Business groups;22;Sector-wide business groups;2;Regional/Cantonal;4;98;NA;NA;Zentralschweizerischer Bauernverband;SZ;prof;4
CH_TwR2oyY6vfh8;Eidg. Arbeitskommission / Comm. fédérale du travail;EidgKomm;1985;1992;Bern;3000;BE;CH;7,406455946;46,94761344;OT;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Travail.Suisse ;BE;prof;5
CH_vYimM3mX+uQn;Haute Ecole Spécialisée de Suisse occidentale (HES-SO), Genève;Anst.;2007;2007;Genève;1200;GE;CH;6,14139354;46,20577413;SI;;;2549;Haute Ecole Spécialisée de Suisse occidentale (HES-SO) Genève;Haute École Spécialisée de Suisse occidentale (HES-SO);50;Droit public;40;Occupational associations;45;Universities (Researchers, Academics);2;Regional/Cantonal;6;98;NA;NA;NA;NA;NA;NA
CH_TNKOoUXfcDCE;Office fédéral de conciliation;NA;1992;1997;Bern;3000;BE;CH;7,406455946;46,94761344;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_nln5vIGM5H+P;SWISSCARE, Zurich;NA;1995;1996;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Swisscaire, Zürich;ZH;comp;3
CH_VCxjKo1ZIsSj;Buureradio.ch GmbH;GmbH;2006;2009;Kehrsatz;3122;BE;CH;7,47155859;46,91211804;;;;961;buureradio.ch;buureradio.ch;12;Societe;20;Business groups;26;Private firm/company;98;NA;17;98;NA;NA;Buureradio.ch GmbH;SG;media;26
CH_LsSvGVK4ieGG;Churfirsten-Club;Ve.;2005;2017;Jonschwil;9243;SG;CH;9,086715;47,428418;;;;1096;Churfirsten- Club;Churfirsten- Club;30;Association;80;Public interest groups;88;Ideological and political groups;2;Regional/Cantonal;20;98;NA;NA;Churfirsten-Club;SG;ngo;15
CH_f9kd+/samwJB;Gallus Group, Wil;AG;2005;2008;Wil (SG);9500;SG;CH;9,043992;47,459015;;;;2202;Gallus Group Wil;Gallus Group Wil;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1569;NA;NA;Gallus Group, Wil;SG;comp;15
CH_G9UPiIttzCfn;Interessengemeinschaft Schweizer Bergprodukte;Ve.;2006;2017;NA;NA;NA;CH;NA;NA;;;;2897;Interessengemeinschaft Schweizer Bergprodukte;Interessengemeinschaft Schweizer Bergprodukte;30;Association;80;Public interest groups;85;Other public interest group;3;National;4;98;NA;NA;Interessengemeinschaft Schweizer Bergprodukte;ZH;ngo;4
CH_TB88TOFx9AKn;Josef Voegeli Stiftung für verunfallte Sportler, Lampenberg;Stift.;2005;2017;Lampenberg;4432;BL;CH;7,752938;47,42669;;;;2974;Josef Voegeli Stiftung für verunfallte Sportler Lampenberg;Josef Voegeli Stiftung für verunfallte Sportler Lampenberg;20;Fondation;80;Public interest groups;83;Humanitarian - national;2;Regional/Cantonal;6;98;NA;NA;Josef Voegeli Stiftung für verunfallte Sportler;BL;ngo;29
CH_NxJoCzmR2YNa;Komitee Freiheit Statt Reservat (KFR);Ve.;2005;2011;NA;NA;NA;CH;NA;NA;;;;3114;Komitee Freiheit statt Reservat (KFR);Komitee Freiheit statt Reservat (KFR);30;Association;80;Public interest groups;88;Ideological and political groups;3;National;20;98;NA;NA;Komitee Freiheit Statt Reservat;SG;ngo;21
CH_/AjXrdyeV3md;Verband Stahl-, Metall- und Papier-Recycling (VSMR) Schweiz, Bern;Ve.;2009;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;6223;VSMR Verband Stahl- Metall- und Papier-Recycling Schweiz;VSMR Verband Stahl- Metall- und Papier-Recycling Schweiz;30;Association;20;Business groups;22;Sector-wide business groups;3;National;7;98;984;Verband Stahl-, Metall- und Papier-Recycling Schweiz ;Verband Stahl-, Metall- und Papier-Recycling Schweiz;BE;business;7
CH_DdJb2AkHEOPF;Association de soutien à la création d'une institution suisse des droits humains;Ve.;2007;2011;Bern;3000;BE;CH;7,406455946;46,94761344;;;;439;Association de soutien à la création d'une institution suisse des droits humains;Association de soutien à la création d'une institution suisse des droits humains;30;Association;80;Public interest groups;83;Humanitarian - national;3;National;2;98;NA;NA;Association de soutien à la création d'une institution suisse des droits humains ;BE;ngo;19
CH_NQxomRx81fhx;Association pour la prévention de la torture, Genève;Ve.;2007;2011;Genève;1200;GE;CH;6,14139354;46,20577413;;;;479;Association pour la prévention de la torture;Association pour la prévention de la torture;30;Association;80;Public interest groups;82;Humanitarian - international;4;International;2;98;NA;NA;Association pour la prévention de la torture ;GE;ngo;19
CH_x7G/zDIhTkIN;Association Relève PME, Paudex;Ve.;2009;2012;Paudex;1094;VD;CH;6,673630207;46,50838687;21;;;426;Association Relève PME Paudex;Association Relève PME Paudex;30;Association;20;Business groups;25;Other business groups;2;Regional/Cantonal;15;1500;NA;NA;Relève PME;VD;business;1
CH_q3r14DxF47Jw;Bureau de l'Amiable Compositeur, Genève;Komm.;2007;2011;Genève;1200;GE;CH;6,14139354;46,20577413;;;;951;Bureau de l'Amiable Compositeur Genève;Bureau de l'Amiable Compositeur Genève;50;Droit public;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;2;Regional/Cantonal;5;98;NA;NA;Bureau de l'Amiable Compositeur ;GE;public;5
CH_cJXd2ib/yr6M;Caisse de prévoyance du personnel de l'administration du canton de Genève, Genève;NA;2004;2005;Genève;1200;GE;CH;6,14139354;46,20577413;;;;973;Caisse de prévoyance du personnel de l'administration du canton de Genève Genève;Caisse de prévoyance du personnel de l'administration du canton de Genève Genève;98;NA;40;Occupational associations;43;Teacher's associations;2;Regional/Cantonal;20;98;NA;NA;Caisse de prévoyance du personnel de l'administration du canton de Genève;GE;comp;5
CH_8hPiqsd/xmhI;Fondation Lord Michelham of Hellingly, Genève;Stift.;2004;2005;Genève;1200;GE;CH;6,14139354;46,20577413;;;;1960;Fondation Lord Michelham of Hellingly Genève;Fondation Lord Michelham of Hellingly Genève;20;Fondation;80;Public interest groups;86;Family foundations and catch-all foundations;2;Regional/Cantonal;13;98;NA;NA;Fondation Lord Michelham of Hellingly;GE;culture;28
CH_qcjNPwyq50NI;Fondation pour l'enseignement du judaïsme (UNIL), Lausanne;Stift.;2007;2011;Lausanne;1007;VD;CH;6,63233;46,519595;80;;;1989;Fondation pour l'enseignement du judaïsme (UNIL) Lausanne;Fondation pour l'enseignement du judaïsme (UNIL) Lausanne;20;Fondation;40;Occupational associations;45;Universities (Researchers, Academics);2;Regional/Cantonal;17;98;NA;NA;Fondation pour l'enseignement du judaïsme - UNIL ;VD;public;6
CH_Kd2j6T4ekdYb;Groupe de pilotage de la péréquation financière;NA;2004;2004;Basel;4000;BS;CH;7,58053;47,559662;;;;2425;Groupe de pilotage de la péréquation financière;Groupe de pilotage de la péréquation financière;40;Commission;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;3;National;1;98;NA;NA;Groupe de pilotage de la péréquation financière;BE;public;20
CH_Ra4Qc4ACrXmd;Institut suisse de Bioinformatique (SIB), Lausanne;Stift.;2002;2012;Lausanne;1007;VD;CH;6,63233;46,519595;SI;;;2871;Institut suisse de Bioinformatique;Institut suisse de Bioinformatique;20;Fondation;40;Occupational associations;45;Universities (Researchers, Academics);3;National;17;98;NA;NA;NA;NA;NA;NA
CH_H1H58KZteuml;Internutrition, Association suisse pour la recherche en alimentation, Zürich;Ve.;1998;2011;Zürich;8000;ZH;CH;8,475219;47,360508;;;;2914;Internutrition;scienceindustries;30;Association;20;Business groups;22;Sector-wide business groups;3;National;17;98;NA;NA;InterNutrition;ZH;business;17
CH_8X4FjgKX7P8R;Konferenz der Kantonsregierungen (KdK) / Conférence des gouvernements cantonaux (CdC), Bern;"Komm.; Ve.";2004;2016;Bern;3000;BE;CH;7,406455946;46,94761344;;;;1206;Conférence des gouvernements cantonaux Berne;Conférence des gouvernements cantonaux Berne;40;Commission;30;Institutional associations;33;Associations of directors;3;National;20;98;NA;NA;Conférence des gouvernements cantonaux;BE;public;20
CH_xaFyoWAmS4RA;Schweizerische Stiftung für eine verantwortungsvolle Gentechnik (GEN-SUISSE) / Fondation pour un génie génétique responsable, Bern;Stift.;1992;2017;Bern;3000;BE;CH;7,406455946;46,94761344;21;;;2243;Gen Suisse;Gen Suisse;20;Fondation;20;Business groups;25;Other business groups;3;National;17;98;NA;NA;Stiftung GEN Suisse;BE;ngo;17
CH_LtL0xZmJhgyp;Schweizerische Studienstiftung / Fondation suisse d'études;Stift.;2008;2011;Zürich;8000;ZH;CH;8,475219;47,360508;;;;2005;Fondation suisse d'études;Fondation suisse d'études;20;Fondation;80;Public interest groups;85;Other public interest group;3;National;6;98;NA;NA;Schweizerische Studienstiftung;BE;public;6
CH_k29uIgdFLzv7;Société genevoise pour l'intégration professionnelle d'adolescents et d'adultes (SGIPA), Genève;Stift.;2008;2011;Genève;1200;GE;CH;6,14139354;46,20577413;;;;5051;Société genevoise pour l'intégration professionnelle d'adolescents et d'adultes (SGIPA);Société genevoise pour l'intégration professionnelle d'adolescents et d'adultes (SGIPA);20;Fondation;80;Public interest groups;83;Humanitarian - national;2;Regional/Cantonal;6;98;NA;NA;Société genevoise pour l'intégration professionnelle d'adolescents et d'adultes ;GE;ngo;13
CH_5aZJCc8Uj1tf;Auslandschweizer-Organisation / organisation des Suisses de l'étranger / Organizzazione degli Svizzeri all'estero (ASO), Bern;Stift.;1991;2017;Bern;3000;BE;CH;7,406455946;46,94761344;;;;410;ASO Auslandschweizer Organisationen (Auslandschweizerrat) Bern;Organisation des Suisses de l'étranger (OSE);20;Fondation;50;Identity groups;55;Racial or ethnic;4;International;19;98;NA;NA;Organisation des Suisses de l'étranger;BE;ngo;19
CH_CXJKYvbWJCxB;Hauseigentümerverband (HEV) Oberrheintal;Ve.;2011;2017;Altstätten;9450;SG;CH;9,538097;47,356451;50;;;2607;HEV Hauseigentümerverband Oberrheintal;Hauseigentümerverband (HEV);30;Association;20;Business groups;22;Sector-wide business groups;2;Regional/Cantonal;14;98;NA;NA;Hauseigentümerverband (HEV) Oberrheintal;SG;ngo;14
CH_Z3LZJ9rmJysk;Christlicher Bauernbund St. Gallen / Katholischer Bauernbund der Diözese St. Gallen;Ve.;1989;2007;St. Gallen;9001;SG;CH;9,37605;47,426479;21;;;1094;Christlicher Bauernbund St. Gallen;Christlicher Bauernbund St. Gallen;30;Association;70;Religious groups;72;Other religious groups;2;Regional/Cantonal;4;98;NA;NA;Christlicher Bauernbund St. Gallen ;SG;prof;4
CH_3jN/QDzm8yGj;Interessenverband Schweizer-Kleinkraftwerk-Besitzer / Schweizer Verband der Kleinwasserkraft / Association suisse pour la petite hydraulique / Swiss Small Hydro;Ve.;1994;2017;St. Gallen;9001;SG;CH;9,37605;47,426479;21;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Interessenverband Schweiz. Kleinkraftwerk-Besitzer;BL;business;8
CH_FHYN6ArNNXAv;Kantonalschützenverband St. Gallen;Ve.;2007;2017;St. Gallen;9001;SG;CH;9,37605;47,426479;;;;3015;Kantonal-Schützenverband St. Gallen;Kantonal-Schützenverband St. Gallen;30;Association;60;Hobby/leisure groups;61;Sport;2;Regional/Cantonal;6;98;NA;NA;Kantonal-Schützenverband St. Gallen ;SG;sport;29
CH_l+LQfT0wiVjX;Landi Linth Genossenschaft, Schänis;Gen.;2004;2017;Schänis;8718;SG;CH;9,066967215;47,17267137;;;;3250;Landi Schänis;Landi;13;Societe;20;Business groups;26;Private firm/company;98;NA;15;1568;NA;NA;Landi, Schänis ;SG;public;20
CH_Mle/CyOSoJg+;Landverband St. Gallen (LV-St. Gallen);Gen.;1996;2017;St. Gallen;9001;SG;CH;9,37605;47,426479;;;;3370;LV Landverband St. Gallen;LV Landverband St. Gallen;13;Societe;20;Business groups;26;Private firm/company;98;NA;15;1568;NA;NA;Landverband, St. Gallen;SG;comp;15
CH_1M8GOHlKcnp0;Landwirtschaftliche Kreditkasse, St. Gallen;Gen.;1992;2007;St. Gallen;9001;SG;CH;9,37605;47,426479;27;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Landwirtschaftliche Kreditkasse;SG;comp;4
CH_kY98ztfk0vPS;Linthebene Melioration;Komm.;2005;2007;Uznach;8730;SG;CH;8,981517614;47,22654058;;;;3318;Linthebene Melioration;Linthebene Melioration;40;Commission;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;2;Regional/Cantonal;15;1564;NA;NA;Linthebene Melioration ;SG;ngo;3
CH_WHwPPkrWBgrS;BernBilingue;Ve.;2016;2017;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_Ku2APVVGNx4j;Centre de puériculture du canton de Berne;Ve.;2016;2016;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_wrft8vjJ4ZA8;Clientis Caisse d'Epargne CEC SA, Courtelary;AG;2016;2017;Courtelary;2608;BE;CH;7,072653666;47,1764537;27;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_GobQUfLhPjnE;Fédération Motocycliste Suisse (FMS);Ve.;2016;2017;Frauenfeld;8500;TG;CH;8,896555733;47,55803542;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_Rx5ETFhIohtj;Genossenschaft Berner Singstudenten-Heim;Gen.;2016;2017;Bern;3000;BE;CH;7,406455946;46,94761344;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_SX/BmM18H/wo;Hauseigentümerverband (HEV) Seeland Berner Jura / Association des propriétaires fonciers (APF) Seeland Jura bernois;Ve.;2016;2017;Biel/Bienne;2500;BE;CH;7,29099;47,14706;50;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_z0eiBA/5BEDi;Moto-Club Corgémont;Ve.;2016;2017;Corgémont;2606;BE;CH;7,138583535;47,19107213;60;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_m2y2pDRdnYAf;Réseau des parcs naturels régionaux du canton de Berne (Chasseral, Diemtigtal, Gantrisch, Aletsch);NA;2016;2016;Bern;3000;BE;CH;7,406455946;46,94761344;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_/g5Jr6L+L/oL;Bootshafen AG, Luzern;AG;1989;1990;Luzern;6000;LU;CH;8,325215362;47,04713582;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_q/LS2x/2G0oW;Projekt. Gesellschaft Kultur- und Kongresszentrum Luzern;NA;1992;1994;Luzern;6000;LU;CH;8,325215362;47,04713582;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_Y1+odAgqVAHF;Rottal Auto AG, Rottal;AG;1989;1995;Ruswil;6017;LU;CH;8,135911811;47,0774783;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_IvX0rV5CEPGz;Schweizerischer Zivilschutzverband (SZSV);Ve.;1991;2017;Dulliken;4657;SO;CH;7,946261978;47,34475704;;;;5703;SZSV Schweizerischer Zivilschutzverband;Fédération suisse de la protection civile (FSPC);30;Association;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;3;National;16;98;NA;NA;Schweizerischer Zivilschutzverband ;ZH;ngo;2
CH_Mufkbi+oF9Rx;Vereinigte Huttwiler Bahn, Burgdorf;AG;1985;1990;Burgdorf;3400;BE;CH;7,619103997;47,05366353;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_MgQZn9qzeXqs;Landw. Kreditgenossenschaft, GR, Chur;Gen.;1989;1994;Chur;7000;GR;CH;9,530139939;46,85211073;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_1D//nkU1Znfd;BODS (Bewegung für eine offene demokratische und solidarische Schweiz);Stift.;1994;1999;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BODS;NA;NA;NA
CH_biVhSQ52SOUa;Christlicher Friedensdienstes;Ve.;2006;2006;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2549;cfd - Christlicher Friedensdienst;NA;NA;NA;NA
CH_dvfMXSdZt4M+;Eidg. Kommission gegen Rassismus (ERK);EidgKomm;1996;2006;Bern;3000;BE;CH;7,406455946;46,94761344;OT;;;1514;Eidg. Kommission gegen Rassismus;Eidg. Kommission gegen Rassismus;41;Commission;30;Institutional associations;34;Other institutional associations, incl. State and Federal agencies;3;National;2;98;NA;NA;Eidgenössische Kommission gegen Rassismus;BE;public;2
CH_Hepe1dpaAP0b;Forum gegen Rassismus;NA;1993;1994;Bern;3000;BE;CH;7,406455946;46,94761344;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CH_mp31WjTCNlSK;Stiftung Sprachen und Kulturen , Ascona;Stift.;1995;2006;Ascona;6612;TI;CH;8,765970168;46,15513097;;;;5487;Stiftung Sprachen und Kulturen  Ascona;Stiftung Sprachen und Kulturen  Ascona;20;Fondation;80;Public interest groups;85;Other public interest group;3;National;6;NA;NA;NA;Stiftung Sprachen und Kulturen, Ascona;TI;ngo;28
CH_2H9PauSqaWTa;Verband des Personals der öffentlichen Dienste VPOD, Sektion Luzern;Ve.;1992;1993;Luzern;6000;LU;CH;8,325215362;47,04713582;;;;5993;Verband des Personals Oeffentlicher Dienste (VPOD) Zug;Syndicat suisse des services publics (ssp);30;Association;11;Unions;13;Sectoral federations;2;Regional/Cantonal;20;98;NA;NA;Verband des Personals öffentlicher Dienste;ZH;union;20
CH_QoE1ydUTRSHO;Banca del Gottardo;AG;1985;2006;Lugano;6900;TI;CH;8,976010841;46,00785538;;;;650;Banca del Gottardo (Tochter Swiss Life);Swiss Life;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1501;NA;NA;Banca del Gottardo (Tochter Swiss Life);TI;comp;15
CH_1eqn6hhANj/1;Bank Sal. Oppenheim jr. & Cie. (Schweiz) AG, Zürich;AG;2001;2007;Zürich;8000;ZH;CH;8,475219;47,360508;;;;661;Bank Sal. Oppenheim jr. & Cie. (Schweiz) AG Zürich;Bank Sal. Oppenheim jr. & Cie. (Schweiz) AG Zürich;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1501;NA;NA;Bank Sal. Oppenheim jr. & Cie. (Schweiz) AG, Zürich;ZH;comp;15
CH_8VR7QYtndg+G;Buss AG, Pratteln;AG;1992;1995;Pratteln;4133;BL;CH;7,692788777;47,51850575;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Buss AG, Pratteln;BL;comp;1
CH_PfVk/xqLxxeD;Cellere AG, St. Gallen;AG;1985;2007;St. Gallen;9001;SG;CH;9,37605;47,426479;;;;1030;Cellere AG St. Gallen;Cellere AG St. Gallen;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Cellere AG, St. Gallen;SG;comp;1
CH_pfEMTxfk26HS;Deutsche Bank;AG;2001;2007;Frankfurt am Main;NA;HE;DE;8,6821267;50,1109221;;;;1368;Deutsche Bank (Bezirksbeirat);Deutsche Bank (Bezirksbeirat);11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1501;NA;NA;Deutsche Bank;ZH;comp;15
CH_uLRqlKvurKCw;economiesuisse, Zürich;Ve.;2001;2017;Zürich;8000;ZH;CH;8,475219;47,360508;;;;1463;Economiesuisse;Economiesuisse;30;Association;20;Business groups;21;Peak-level business groups;3;National;15;1500;282;economiesuisse Fédération des entreprises suisses;Economiesuisse;ZH;business;15
CH_pI6zX/uKRoEp;Eisen-Bibliothek, Stiftung der Georg Fischer AG, Schaffhausen;Stift.;2003;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;1547;Eisen- Bibliothek Stiftung der Georg Fischer AG Schaffhausen;Eisen- Bibliothek Stiftung der Georg Fischer AG Schaffhausen;20;Fondation;80;Public interest groups;85;Other public interest group;2;Regional/Cantonal;6;98;NA;NA;Eisen-Bibliothek, Stiftung der Georg Fischer AG, Schaffhausen;SH;ngo;17
CH_hWD6/yAT5N3N;Georg Fischer Immobilien AG, Schaffhausen;AG;1992;2001;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;2270;Georg Fischer AG;Georg Fischer;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1566;NA;NA;Georg Fischer Immobilien AG;SH;comp;15
CH_JLK5eg+D1+PF;Hablützel AG, Wilchingen;AG;1993;2006;Wilchingen;8217;SH;CH;8,478022611;47,66321484;;;;2485;Hablützel AG Wilchingen;Hablützel AG Wilchingen;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1566;NA;NA;Hablützel AG, Wilchingen;SH;comp;1
CH_++Ol4Paukvt3;Handelskammer Schweiz-Baltikum (HKSB);Ve.;1993;2010;Zürich;8000;ZH;CH;8,475219;47,360508;;;;2497;Handelskammer Schweiz-Baltikum;Handelskammer Schweiz-Baltikum;30;Association;20;Business groups;21;Peak-level business groups;4;International;18;98;770;Handelskammer Schweiz-Baltikum;Handelskammer Schweiz-Baltikum;ZH;ngo;19
CH_YO0WK2cYLoJ1;Herrenacker Parkhaus AG, Schaffhausen;AG;2001;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;2581;Herrenacker Parkhaus AG Schaffhausen;Herrenacker Parkhaus AG Schaffhausen;11;Societe;20;Business groups;26;Private firm/company;98;NA;14;98;NA;NA;Herrenacker Parkhaus AG, Schaffhausen;SH;comp;10
CH_qgs4s/lGaHpk;Intrag AG, Zürich;AG;1989;1999;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Intrag AG, Zürich  ;ZH;comp;15
CH_URm2tc3zOMPY;LMH Les Manufactures Horlogères SA, Schaffhausen;AG;1998;2001;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;LMH Les Manufactures Horlogeres SA,    Schaffhausen  ;SH;comp;15
CH_cNtFZ/WPWBQ2;Meier & Cie AG, Schaffhausen;AG;2001;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;3450;Meier & Cie AG Schaffhausen;Meier & Cie AG Schaffhausen;11;Societe;20;Business groups;26;Private firm/company;98;NA;17;NA;NA;NA;Meier & Cie AG, Schaffhausen;SH;comp;26
CH_fM9jxde0JAsl;Precious Woods Management, (Switzerland) Ltd., Zürich;AG;1996;1999;Zürich;8000;ZH;CH;8,475219;47,360508;26;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Precious Woods Management;ZH;comp;7
CH_yhR0sySXQWBJ;Schaffhauser Blauburgunderland;Ve.;2004;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;4389;Schaffhauser Blauburgunderland;Schaffhauser Blauburgunderland;30;Association;20;Business groups;22;Sector-wide business groups;2;Regional/Cantonal;4;98;NA;NA;Schaffhauser Blauburgunderland -;SH;business;24
CH_9J8MO8c63R8M;Zulassungsstelle der Schweiz. Börse;NA;1993;2002;Zürich;8000;ZH;CH;8,475219;47,360508;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Zulassungsstelle der Schweizerischen Börse;ZH;comp;1
CH_8hfYNVTTKW5q;Stiftung zur Förderung der nachhaltigen Forstwirtschaft in den Tropen, Zürich;Stift.;1996;1999;Zürich;8000;ZH;CH;8,475219;47,360508;80;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stiftung zur Förderung der nachhaltigen Forstwirtschaft in den Tropen;ZH;ngo;7
CH_l36oPew+03lV;Strabus AG, Schaffhausen;AG;1993;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;;;;5533;Strabus AG Schaffhausen;Strabus AG Schaffhausen;11;Societe;20;Business groups;26;Private firm/company;98;NA;15;1564;NA;NA;Strabus AG, Schaffhausen;SH;comp;1
CH_5ZBi0QC1vcTL;Touring Club Schweiz (TCS), Kanton Schaffhausen;Ve.;1992;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;50;;;5728;TCS Kanton Schaffhausen;Touring Club Suisse (TCS);30;Association;50;Identity groups;56;Other identity groups;2;Regional/Cantonal;10;98;NA;NA;TCS Kanton Schaffhausen;SH;ngo;10
CH_bdQO45wWMnVP;Vereinigung Schweizerischer Unternehmen in Deutschland (VSUD), Basel;Ve.;1985;2017;Basel;4000;BS;CH;7,58053;47,559662;;;;4595;Schweizer Unternehmen in Deutschland Basel;Schweizer Unternehmen in Deutschland Basel;30;Association;20;Business groups;21;Peak-level business groups;3;National;19;NA;NA;NA;Vereinigung Schweizer Unternehmen in Deutschland ;BS;prof;1
CH_IFSyhYuNjM5Y;Züblin Immobilien Holding AG;AG;2006;2007;Zürich;8000;ZH;CH;8,475219;47,360508;;;;6402;Züblin Immobilien Holding AG;Züblin Immobilien Holding AG;11;Societe;20;Business groups;26;Private firm/company;98;NA;14;98;NA;NA;Züblin Immobilien Holding AG;ZH;comp;14
CH_7qA2uQmqgt2j;Zürcher Fachhochschule Schaffhausen;NA;2003;2007;Schaffhausen;8200;SH;CH;8,641221951;47,71569684;SI;;;6425;Zürcher Fachhochschule Schaffhausen;Zürcher Fachhochschule Schaffhausen;98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Zürcher Fachhochschule Schaffhausen -;SH;public;6
CH_VtbpvbHElGV+;Luftseilbahn Unterterzen-Tannenbodenalp Quarten;AG;1985;1995;Quarten;8883;SG;CH;9,222624;47,094539;27;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
