min_episode_id;pers_id;parliament_id
NL_Wijers_Hans_1951__NL_NT-TK_1994__cab;NL_Wijers_Hans_1951;NL_NT-TK_1994
NL_vanDok_Anneke_1947__NL_NT-TK_1994__cab;NL_vanDok_Anneke_1947;NL_NT-TK_1994
NL_vanAartsen_Jozias_1947__NL_NT-TK_1994__cab;NL_vanAartsen_Jozias_1947;NL_NT-TK_1994
NL_Melkert_Ad_1956__NL_NT-TK_1994__cab;NL_Melkert_Ad_1956;NL_NT-TK_1994
NL_Linschoten_Robin_1956__NL_NT-TK_1994__cab;NL_Linschoten_Robin_1956;NL_NT-TK_1994
NL_deGrave_Frank_1955__NL_NT-TK_1994__cab;NL_deGrave_Frank_1955;NL_NT-TK_1994
NL_Borst_Els_1932__NL_NT-TK_1994__cab;NL_Borst_Els_1932;NL_NT-TK_1994
NL_Terpstra_Erica_1943__NL_NT-TK_1994__cab;NL_Terpstra_Erica_1943;NL_NT-TK_1994
NL_Kok_Wim_1938__NL_NT-TK_1998__cab;NL_Kok_Wim_1938;NL_NT-TK_1998
NL_Borst_Els_1932__NL_NT-TK_1998__cab;NL_Borst_Els_1932;NL_NT-TK_1998
NL_Jorritsma_Annemarie_1950__NL_NT-TK_1998__cab;NL_Jorritsma_Annemarie_1950;NL_NT-TK_1998
NL_vanAartsen_Jozias_1947__NL_NT-TK_1998__cab;NL_vanAartsen_Jozias_1947;NL_NT-TK_1998
NL_Benschop_Dick_1957__NL_NT-TK_1998__cab;NL_Benschop_Dick_1957;NL_NT-TK_1998
NL_Herfkens_Eveline_1952__NL_NT-TK_1998__cab;NL_Herfkens_Eveline_1952;NL_NT-TK_1998
NL_Korthals_Benk_1944__NL_NT-TK_1998__cab;NL_Korthals_Benk_1944;NL_NT-TK_1998
NL_Cohen_Job_1947__NL_NT-TK_1998__cab;NL_Cohen_Job_1947;NL_NT-TK_1998
NL_Kalsbeek_Ella_1955__NL_NT-TK_1998__cab;NL_Kalsbeek_Ella_1955;NL_NT-TK_1998
NL_Peper_Bram_1940__NL_NT-TK_1998__cab;NL_Peper_Bram_1940;NL_NT-TK_1998
NL_vanBoxtel_Roger_1954__NL_NT-TK_1998__cab;NL_vanBoxtel_Roger_1954;NL_NT-TK_1998
NL_deVries_Klaas_1943__NL_NT-TK_1998__cab;NL_deVries_Klaas_1943;NL_NT-TK_1998
NL_deVries_Gijs_1956__NL_NT-TK_1998__cab;NL_deVries_Gijs_1956;NL_NT-TK_1998
NL_Hermans_Loek_1951__NL_NT-TK_1998__cab;NL_Hermans_Loek_1951;NL_NT-TK_1998
NL_Adelmund_Karin_1949__NL_NT-TK_1998__cab;NL_Adelmund_Karin_1949;NL_NT-TK_1998
NL_vanderPloeg_Rick_1956__NL_NT-TK_1998__cab;NL_vanderPloeg_Rick_1956;NL_NT-TK_1998
NL_Zalm_Gerrit_1952__NL_NT-TK_1998__cab;NL_Zalm_Gerrit_1952;NL_NT-TK_1998
NL_Vermeend_Willem_1948__NL_NT-TK_1998__cab;NL_Vermeend_Willem_1948;NL_NT-TK_1998
NL_Bos_Wouter_1963__NL_NT-TK_1998__cab;NL_Bos_Wouter_1963;NL_NT-TK_1998
NL_deGrave_Frank_1955__NL_NT-TK_1998__cab;NL_deGrave_Frank_1955;NL_NT-TK_1998
NL_vanHoof_Henk_1947__NL_NT-TK_1998__cab;NL_vanHoof_Henk_1947;NL_NT-TK_1998
NL_Pronk_Jan_1940__NL_NT-TK_1998__cab;NL_Pronk_Jan_1940;NL_NT-TK_1998
NL_Remkes_Johan_1951__NL_NT-TK_1998__cab;NL_Remkes_Johan_1951;NL_NT-TK_1998
NL_Netelenbos_Tineke_1944__NL_NT-TK_1998__cab;NL_Netelenbos_Tineke_1944;NL_NT-TK_1998
NL_deVries_Monique_1947__NL_NT-TK_1998__cab;NL_deVries_Monique_1947;NL_NT-TK_1998
NL_Ybema_Gerrit_1945__NL_NT-TK_1998__cab;NL_Ybema_Gerrit_1945;NL_NT-TK_1998
NL_Apotheker_Hayo_1950__NL_NT-TK_1998__cab;NL_Apotheker_Hayo_1950;NL_NT-TK_1998
NL_Brinkhorst_Laurens_1937__NL_NT-TK_1998__cab;NL_Brinkhorst_Laurens_1937;NL_NT-TK_1998
NL_Faber_Geke_1952__NL_NT-TK_1998__cab;NL_Faber_Geke_1952;NL_NT-TK_1998
NL_Verstand_Annelies_1949__NL_NT-TK_1998__cab;NL_Verstand_Annelies_1949;NL_NT-TK_1998
NL_Hoogervorst_Hans_1956__NL_NT-TK_1998__cab;NL_Hoogervorst_Hans_1956;NL_NT-TK_1998
NL_Vliegenthart_Margo_1958__NL_NT-TK_1998__cab;NL_Vliegenthart_Margo_1958;NL_NT-TK_1998
NL_Balkenende_Jan_1956__NL_NT-TK_2002__cab;NL_Balkenende_Jan_1956;NL_NT-TK_2002
NL_Remkes_Johan_1951__NL_NT-TK_2002__cab;NL_Remkes_Johan_1951;NL_NT-TK_2002
NL_Bomhoff_Eduard_1944__NL_NT-TK_2002__cab;NL_Bomhoff_Eduard_1944;NL_NT-TK_2002
NL_deBoer_Roelf_1949__NL_NT-TK_2002__cab;NL_deBoer_Roelf_1949;NL_NT-TK_2002
NL_deHoop_Jaap_1948__NL_NT-TK_2002__cab;NL_deHoop_Jaap_1948;NL_NT-TK_2002
NL_Nicolai_Atzo_1960__NL_NT-TK_2002__cab;NL_Nicolai_Atzo_1960;NL_NT-TK_2002
NL_vanArdenne_Agnes_1950__NL_NT-TK_2002__cab;NL_vanArdenne_Agnes_1950;NL_NT-TK_2002
NL_Donner_Piet_1948__NL_NT-TK_2002__cab;NL_Donner_Piet_1948;NL_NT-TK_2002
NL_Nawijn_Hilbrand_1948__NL_NT-TK_2002__cab;NL_Nawijn_Hilbrand_1948;NL_NT-TK_2002
NL_Hessing_Rob_1942__NL_NT-TK_2002__cab;NL_Hessing_Rob_1942;NL_NT-TK_2002
NL_vanderHoeven_Maria_1949__NL_NT-TK_2002__cab;NL_vanderHoeven_Maria_1949;NL_NT-TK_2002
NL_vanLeeuwen_Cees_1951__NL_NT-TK_2002__cab;NL_vanLeeuwen_Cees_1951;NL_NT-TK_2002
NL_Nijs_Annette_1961__NL_NT-TK_2002__cab;NL_Nijs_Annette_1961;NL_NT-TK_2002
NL_Hoogervorst_Hans_1956__NL_NT-TK_2002__cab;NL_Hoogervorst_Hans_1956;NL_NT-TK_2002
NL_vanEijck_Steven_1959__NL_NT-TK_2002__cab;NL_vanEijck_Steven_1959;NL_NT-TK_2002
NL_Korthals_Benk_1944__NL_NT-TK_2002__cab;NL_Korthals_Benk_1944;NL_NT-TK_2002
NL_Kamp_Henk_1952__NL_NT-TK_2002__cab;NL_Kamp_Henk_1952;NL_NT-TK_2002
NL_vanderKnaap_Cees_1951__NL_NT-TK_2002__cab;NL_vanderKnaap_Cees_1951;NL_NT-TK_2002
NL_vanGeel_Pieter_1951__NL_NT-TK_2002__cab;NL_vanGeel_Pieter_1951;NL_NT-TK_2002
NL_Schultz_Melanie_1970__NL_NT-TK_2002__cab;NL_Schultz_Melanie_1970;NL_NT-TK_2002
NL_Heinsbroek_Herman_1951__NL_NT-TK_2002__cab;NL_Heinsbroek_Herman_1951;NL_NT-TK_2002
NL_Wijn_Joop_1969__NL_NT-TK_2002__cab;NL_Wijn_Joop_1969;NL_NT-TK_2002
NL_Veerman_Cees_1949__NL_NT-TK_2002__cab;NL_Veerman_Cees_1949;NL_NT-TK_2002
NL_Odink_Jan_1944__NL_NT-TK_2002__cab;NL_Odink_Jan_1944;NL_NT-TK_2002
NL_deGeus_Aart_1955__NL_NT-TK_2002__cab;NL_deGeus_Aart_1955;NL_NT-TK_2002
NL_Bijlhout_Philomena_1957__NL_NT-TK_2002__cab;NL_Bijlhout_Philomena_1957;NL_NT-TK_2002
NL_Rutte_Mark_1967__NL_NT-TK_2002__cab;NL_Rutte_Mark_1967;NL_NT-TK_2002
NL_Phoa_Khee_1955__NL_NT-TK_2002__cab;NL_Phoa_Khee_1955;NL_NT-TK_2002
NL_Ross_Clemence_1957__NL_NT-TK_2002__cab;NL_Ross_Clemence_1957;NL_NT-TK_2002
NL_Balkenende_Jan_1956__NL_NT-TK_2003__cab;NL_Balkenende_Jan_1956;NL_NT-TK_2003
NL_Zalm_Gerrit_1952__NL_NT-TK_2003__cab;NL_Zalm_Gerrit_1952;NL_NT-TK_2003
NL_deGraaf_Thom_1957__NL_NT-TK_2003__cab;NL_deGraaf_Thom_1957;NL_NT-TK_2003
NL_Brinkhorst_Laurens_1937__NL_NT-TK_2003__cab;NL_Brinkhorst_Laurens_1937;NL_NT-TK_2003
NL_deHoop_Jaap_1948__NL_NT-TK_2003__cab;NL_deHoop_Jaap_1948;NL_NT-TK_2003
NL_Bot_Bernhard_1937__NL_NT-TK_2003__cab;NL_Bot_Bernhard_1937;NL_NT-TK_2003
NL_Nicolai_Atzo_1960__NL_NT-TK_2003__cab;NL_Nicolai_Atzo_1960;NL_NT-TK_2003
NL_vanArdenne_Agnes_1950__NL_NT-TK_2003__cab;NL_vanArdenne_Agnes_1950;NL_NT-TK_2003
NL_Donner_Piet_1948__NL_NT-TK_2003__cab;NL_Donner_Piet_1948;NL_NT-TK_2003
NL_Verdonk_Rita_1955__NL_NT-TK_2003__cab;NL_Verdonk_Rita_1955;NL_NT-TK_2003
NL_Remkes_Johan_1951__NL_NT-TK_2003__cab;NL_Remkes_Johan_1951;NL_NT-TK_2003
NL_Pechtold_Alexander_1965__NL_NT-TK_2003__cab;NL_Pechtold_Alexander_1965;NL_NT-TK_2003
NL_vanderHoeven_Maria_1949__NL_NT-TK_2003__cab;NL_vanderHoeven_Maria_1949;NL_NT-TK_2003
NL_vanderLaan_Medy_1968__NL_NT-TK_2003__cab;NL_vanderLaan_Medy_1968;NL_NT-TK_2003
NL_Nijs_Annette_1961__NL_NT-TK_2003__cab;NL_Nijs_Annette_1961;NL_NT-TK_2003
NL_Rutte_Mark_1967__NL_NT-TK_2003__cab;NL_Rutte_Mark_1967;NL_NT-TK_2003
NL_Wijn_Joop_1969__NL_NT-TK_2003__cab;NL_Wijn_Joop_1969;NL_NT-TK_2003
NL_Kamp_Henk_1952__NL_NT-TK_2003__cab;NL_Kamp_Henk_1952;NL_NT-TK_2003
NL_vanderKnaap_Cees_1951__NL_NT-TK_2003__cab;NL_vanderKnaap_Cees_1951;NL_NT-TK_2003
NL_Dekker_Sybilla_1942__NL_NT-TK_2003__cab;NL_Dekker_Sybilla_1942;NL_NT-TK_2003
NL_vanGeel_Pieter_1951__NL_NT-TK_2003__cab;NL_vanGeel_Pieter_1951;NL_NT-TK_2003
NL_Peijs_Karla_1944__NL_NT-TK_2003__cab;NL_Peijs_Karla_1944;NL_NT-TK_2003
NL_Schultz_Melanie_1970__NL_NT-TK_2003__cab;NL_Schultz_Melanie_1970;NL_NT-TK_2003
NL_vanGennip_Karien_1968__NL_NT-TK_2003__cab;NL_vanGennip_Karien_1968;NL_NT-TK_2003
NL_Veerman_Cees_1949__NL_NT-TK_2003__cab;NL_Veerman_Cees_1949;NL_NT-TK_2003
NL_deGeus_Aart_1955__NL_NT-TK_2003__cab;NL_deGeus_Aart_1955;NL_NT-TK_2003
NL_vanHoof_Henk_1947__NL_NT-TK_2003__cab;NL_vanHoof_Henk_1947;NL_NT-TK_2003
NL_Hoogervorst_Hans_1956__NL_NT-TK_2003__cab;NL_Hoogervorst_Hans_1956;NL_NT-TK_2003
NL_Ross_Clemence_1957__NL_NT-TK_2003__cab;NL_Ross_Clemence_1957;NL_NT-TK_2003
NL_Balkenende_Jan_1956__NL_NT-TK_2006__cab;NL_Balkenende_Jan_1956;NL_NT-TK_2006
NL_Zalm_Gerrit_1952__NL_NT-TK_2006__cab;NL_Zalm_Gerrit_1952;NL_NT-TK_2006
NL_Bot_Bernhard_1937__NL_NT-TK_2006__cab;NL_Bot_Bernhard_1937;NL_NT-TK_2006
NL_vanArdenne_Agnes_1950__NL_NT-TK_2006__cab;NL_vanArdenne_Agnes_1950;NL_NT-TK_2006
NL_Donner_Piet_1948__NL_NT-TK_2006__cab;NL_Donner_Piet_1948;NL_NT-TK_2006
NL_Verdonk_Rita_1955__NL_NT-TK_2006__cab;NL_Verdonk_Rita_1955;NL_NT-TK_2006
NL_Hirsch_Ernst_1950__NL_NT-TK_2006__cab;NL_Hirsch_Ernst_1950;NL_NT-TK_2006
NL_Remkes_Johan_1951__NL_NT-TK_2006__cab;NL_Remkes_Johan_1951;NL_NT-TK_2006
NL_Nicolai_Atzo_1960__NL_NT-TK_2006__cab;NL_Nicolai_Atzo_1960;NL_NT-TK_2006
NL_vanderHoeven_Maria_1949__NL_NT-TK_2006__cab;NL_vanderHoeven_Maria_1949;NL_NT-TK_2006
NL_Bruins_Bruno_1963__NL_NT-TK_2006__cab;NL_Bruins_Bruno_1963;NL_NT-TK_2006
NL_Kamp_Henk_1952__NL_NT-TK_2006__cab;NL_Kamp_Henk_1952;NL_NT-TK_2006
NL_vanderKnaap_Cees_1951__NL_NT-TK_2006__cab;NL_vanderKnaap_Cees_1951;NL_NT-TK_2006
NL_Dekker_Sybilla_1942__NL_NT-TK_2006__cab;NL_Dekker_Sybilla_1942;NL_NT-TK_2006
NL_Peijs_Karla_1944__NL_NT-TK_2006__cab;NL_Peijs_Karla_1944;NL_NT-TK_2006
NL_Winsemius_Pieter_1942__NL_NT-TK_2006__cab;NL_Winsemius_Pieter_1942;NL_NT-TK_2006
NL_vanGeel_Pieter_1951__NL_NT-TK_2006__cab;NL_vanGeel_Pieter_1951;NL_NT-TK_2006
NL_Schultz_Melanie_1970__NL_NT-TK_2006__cab;NL_Schultz_Melanie_1970;NL_NT-TK_2006
NL_Wijn_Joop_1969__NL_NT-TK_2006__cab;NL_Wijn_Joop_1969;NL_NT-TK_2006
NL_vanGennip_Karien_1968__NL_NT-TK_2006__cab;NL_vanGennip_Karien_1968;NL_NT-TK_2006
NL_Veerman_Cees_1949__NL_NT-TK_2006__cab;NL_Veerman_Cees_1949;NL_NT-TK_2006
NL_deGeus_Aart_1955__NL_NT-TK_2006__cab;NL_deGeus_Aart_1955;NL_NT-TK_2006
NL_vanHoof_Henk_1947__NL_NT-TK_2006__cab;NL_vanHoof_Henk_1947;NL_NT-TK_2006
NL_Hoogervorst_Hans_1956__NL_NT-TK_2006__cab;NL_Hoogervorst_Hans_1956;NL_NT-TK_2006
NL_Ross_Clemence_1957__NL_NT-TK_2006__cab;NL_Ross_Clemence_1957;NL_NT-TK_2006
NL_Bos_Wouter_1963__NL_NT-TK_2006__cab;NL_Bos_Wouter_1963;NL_NT-TK_2006
NL_Rouvoet_Andre_1962__NL_NT-TK_2006__cab;NL_Rouvoet_Andre_1962;NL_NT-TK_2006
NL_Verhagen_Maxime_1956__NL_NT-TK_2006__cab;NL_Verhagen_Maxime_1956;NL_NT-TK_2006
NL_Timmermans_Frans_1961__NL_NT-TK_2006__cab;NL_Timmermans_Frans_1961;NL_NT-TK_2006
NL_Koenders_Bert_1958__NL_NT-TK_2006__cab;NL_Koenders_Bert_1958;NL_NT-TK_2006
NL_Albayrak_Nebahat_1968__NL_NT-TK_2006__cab;NL_Albayrak_Nebahat_1968;NL_NT-TK_2006
NL_ter_Guusje_1952__NL_NT-TK_2006__cab;NL_ter_Guusje_1952;NL_NT-TK_2006
NL_Bijleveld_Ank_1962__NL_NT-TK_2006__cab;NL_Bijleveld_Ank_1962;NL_NT-TK_2006
NL_Plasterk_Ronald_1957__NL_NT-TK_2006__cab;NL_Plasterk_Ronald_1957;NL_NT-TK_2006
NL_vanBijsterveldt_Marja_1961__NL_NT-TK_2006__cab;NL_vanBijsterveldt_Marja_1961;NL_NT-TK_2006
NL_Dijksma_Sharon_1971__NL_NT-TK_2006__cab;NL_Dijksma_Sharon_1971;NL_NT-TK_2006
NL_deJager_Jan_1969__NL_NT-TK_2006__cab;NL_deJager_Jan_1969;NL_NT-TK_2006
NL_vanMiddelkoop_Eimert_1949__NL_NT-TK_2006__cab;NL_vanMiddelkoop_Eimert_1949;NL_NT-TK_2006
NL_deVries_Jack_1968__NL_NT-TK_2006__cab;NL_deVries_Jack_1968;NL_NT-TK_2006
NL_Cramer_Jacqueline_1951__NL_NT-TK_2006__cab;NL_Cramer_Jacqueline_1951;NL_NT-TK_2006
NL_Vogelaar_Ella_1949__NL_NT-TK_2006__cab;NL_Vogelaar_Ella_1949;NL_NT-TK_2006
NL_vanderLaan_Eberhard_1955__NL_NT-TK_2006__cab;NL_vanderLaan_Eberhard_1955;NL_NT-TK_2006
NL_Eurlings_Camiel_1973__NL_NT-TK_2006__cab;NL_Eurlings_Camiel_1973;NL_NT-TK_2006
NL_Huizinga_Tineke_1960__NL_NT-TK_2006__cab;NL_Huizinga_Tineke_1960;NL_NT-TK_2006
NL_Heemskerk_Frank_1969__NL_NT-TK_2006__cab;NL_Heemskerk_Frank_1969;NL_NT-TK_2006
NL_Verburg_Gerda_1957__NL_NT-TK_2006__cab;NL_Verburg_Gerda_1957;NL_NT-TK_2006
NL_Aboutaleb_Ahmed_1961__NL_NT-TK_2006__cab;NL_Aboutaleb_Ahmed_1961;NL_NT-TK_2006
NL_Klijnsma_Jetta_1957__NL_NT-TK_2006__cab;NL_Klijnsma_Jetta_1957;NL_NT-TK_2006
NL_Klink_Ab_1958__NL_NT-TK_2006__cab;NL_Klink_Ab_1958;NL_NT-TK_2006
NL_Bussemaker_Jet_1961__NL_NT-TK_2006__cab;NL_Bussemaker_Jet_1961;NL_NT-TK_2006
NL_Rutte_Mark_1967__NL_NT-TK_2010__cab;NL_Rutte_Mark_1967;NL_NT-TK_2010
NL_Verhagen_Maxime_1956__NL_NT-TK_2010__cab;NL_Verhagen_Maxime_1956;NL_NT-TK_2010
NL_Rosenthal_Uri_1945__NL_NT-TK_2010__cab;NL_Rosenthal_Uri_1945;NL_NT-TK_2010
NL_Knapen_Ben_1951__NL_NT-TK_2010__cab;NL_Knapen_Ben_1951;NL_NT-TK_2010
NL_Opstelten_Ivo_1944__NL_NT-TK_2010__cab;NL_Opstelten_Ivo_1944;NL_NT-TK_2010
NL_Teeven_Fred_1958__NL_NT-TK_2010__cab;NL_Teeven_Fred_1958;NL_NT-TK_2010
NL_Donner_Piet_1948__NL_NT-TK_2010__cab;NL_Donner_Piet_1948;NL_NT-TK_2010
NL_Spies_Liesbeth_1966__NL_NT-TK_2010__cab;NL_Spies_Liesbeth_1966;NL_NT-TK_2010
NL_Leers_Gerd_1951__NL_NT-TK_2010__cab;NL_Leers_Gerd_1951;NL_NT-TK_2010
NL_vanBijsterveldt_Marja_1961__NL_NT-TK_2010__cab;NL_vanBijsterveldt_Marja_1961;NL_NT-TK_2010
NL_Zijlstra_Halbe_1969__NL_NT-TK_2010__cab;NL_Zijlstra_Halbe_1969;NL_NT-TK_2010
NL_deJager_Jan_1969__NL_NT-TK_2010__cab;NL_deJager_Jan_1969;NL_NT-TK_2010
NL_Weekers_Frans_1967__NL_NT-TK_2010__cab;NL_Weekers_Frans_1967;NL_NT-TK_2010
NL_Hillen_Hans_1947__NL_NT-TK_2010__cab;NL_Hillen_Hans_1947;NL_NT-TK_2010
NL_Schultz_Melanie_1970__NL_NT-TK_2010__cab;NL_Schultz_Melanie_1970;NL_NT-TK_2010
NL_Atsma_Joop_1956__NL_NT-TK_2010__cab;NL_Atsma_Joop_1956;NL_NT-TK_2010
NL_Bleker_Henk_1953__NL_NT-TK_2010__cab;NL_Bleker_Henk_1953;NL_NT-TK_2010
NL_Kamp_Henk_1952__NL_NT-TK_2010__cab;NL_Kamp_Henk_1952;NL_NT-TK_2010
NL_deKrom_Paul_1963__NL_NT-TK_2010__cab;NL_deKrom_Paul_1963;NL_NT-TK_2010
NL_Schippers_Edith_1964__NL_NT-TK_2010__cab;NL_Schippers_Edith_1964;NL_NT-TK_2010
NL_Veldhuijzen_Marlies_1953__NL_NT-TK_2010__cab;NL_Veldhuijzen_Marlies_1953;NL_NT-TK_2010
NL_Rutte_Mark_1967__NL_NT-TK_2012__cab;NL_Rutte_Mark_1967;NL_NT-TK_2012
NL_Asscher_Lodewijk_1974__NL_NT-TK_2012__cab;NL_Asscher_Lodewijk_1974;NL_NT-TK_2012
NL_Timmermans_Frans_1961__NL_NT-TK_2012__cab;NL_Timmermans_Frans_1961;NL_NT-TK_2012
NL_Koenders_Bert_1958__NL_NT-TK_2012__cab;NL_Koenders_Bert_1958;NL_NT-TK_2012
NL_Ploumen_Lilianne_1962__NL_NT-TK_2012__cab;NL_Ploumen_Lilianne_1962;NL_NT-TK_2012
NL_Opstelten_Ivo_1944__NL_NT-TK_2012__cab;NL_Opstelten_Ivo_1944;NL_NT-TK_2012
NL_Blok_Stef_1964__NL_NT-TK_2012__cab;NL_Blok_Stef_1964;NL_NT-TK_2012
NL_vanderSteur_Ard_1969__NL_NT-TK_2012__cab;NL_vanderSteur_Ard_1969;NL_NT-TK_2012
NL_Teeven_Fred_1958__NL_NT-TK_2012__cab;NL_Teeven_Fred_1958;NL_NT-TK_2012
NL_Dijkhoff_Klaas_1981__NL_NT-TK_2012__cab;NL_Dijkhoff_Klaas_1981;NL_NT-TK_2012
NL_Plasterk_Ronald_1957__NL_NT-TK_2012__cab;NL_Plasterk_Ronald_1957;NL_NT-TK_2012
NL_Bussemaker_Jet_1961__NL_NT-TK_2012__cab;NL_Bussemaker_Jet_1961;NL_NT-TK_2012
NL_Dekker_Sander_1975__NL_NT-TK_2012__cab;NL_Dekker_Sander_1975;NL_NT-TK_2012
NL_Dijsselbloem_Jeroen_1966__NL_NT-TK_2012__cab;NL_Dijsselbloem_Jeroen_1966;NL_NT-TK_2012
NL_Weekers_Frans_1967__NL_NT-TK_2012__cab;NL_Weekers_Frans_1967;NL_NT-TK_2012
NL_Wiebes_Eric_1963__NL_NT-TK_2012__cab;NL_Wiebes_Eric_1963;NL_NT-TK_2012
NL_Hennis_Jeanine_1973__NL_NT-TK_2012__cab;NL_Hennis_Jeanine_1973;NL_NT-TK_2012
NL_Schultz_Melanie_1970__NL_NT-TK_2012__cab;NL_Schultz_Melanie_1970;NL_NT-TK_2012
NL_Mansveld_Wilma_1962__NL_NT-TK_2012__cab;NL_Mansveld_Wilma_1962;NL_NT-TK_2012
NL_Dijksma_Sharon_1971__NL_NT-TK_2012__cab;NL_Dijksma_Sharon_1971;NL_NT-TK_2012
NL_Kamp_Henk_1952__NL_NT-TK_2012__cab;NL_Kamp_Henk_1952;NL_NT-TK_2012
NL_Verdaas_Co_1966__NL_NT-TK_2012__cab;NL_Verdaas_Co_1966;NL_NT-TK_2012
NL_vanDam_Martijn_1978__NL_NT-TK_2012__cab;NL_vanDam_Martijn_1978;NL_NT-TK_2012
NL_Klijnsma_Jetta_1957__NL_NT-TK_2012__cab;NL_Klijnsma_Jetta_1957;NL_NT-TK_2012
NL_Schippers_Edith_1964__NL_NT-TK_2012__cab;NL_Schippers_Edith_1964;NL_NT-TK_2012
NL_vanRijn_Martin_1956__NL_NT-TK_2012__cab;NL_vanRijn_Martin_1956;NL_NT-TK_2012
