parliament_id;leg_period_start;leg_period_end;level;country_abb;region_abb;leg_period;assembly_name;assembly_abb;coalition_parties;previous_parliament;next_parliament
CH_RE-BS_2012;01feb2013;31jan2017;RE;CH;BS;NC;Grosser Rat;GR;NA;CH_RE-BS_2008;CH_RE-BS_2016
CH_RE-BS_2016;01feb2017;31jan2021;RE;CH;BS;NC;Grosser Rat;GR;NA;CH_RE-BS_2012;NA
CH_RE-FR_1941;1941;1946;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;NA;CH_RE-FR_1946
CH_RE-FR_1946;1946;1951;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1941;CH_RE-FR_1951
CH_RE-FR_1951;1951;1956;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1946;CH_RE-FR_1956
CH_RE-FR_1956;1956;1961;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1951;CH_RE-FR_1961
CH_RE-FR_1961;1961;1966;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1956;CH_RE-FR_1966
CH_RE-FR_1966;1966;1971;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1961;CH_RE-FR_1971
CH_RE-FR_1971;1971;1976;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1966;CH_RE-FR_1976
CH_RE-FR_1976;1976;1981;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1971;CH_RE-FR_1981
CH_RE-FR_1981;1981;1986;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1976;CH_RE-FR_1986
CH_RE-FR_1986;1986;1991;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1981;CH_RE-FR_1991
CH_RE-FR_1991;1991;1996;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1986;CH_RE-FR_1996
CH_RE-FR_1996;1996;2001;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1991;CH_RE-FR_2001
CH_RE-FR_2001;2001;2006;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_1996;CH_RE-FR_2006
CH_RE-FR_2006;2006;31dec2011;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_2001;CH_RE-FR_2011
CH_RE-FR_2011;01jan2012;15dec2016;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_2006;CH_RE-FR_2016
CH_RE-FR_2016;15dec2016;2020;RE;CH;FR;NC;"Grosser Rat;Grand Conseil";GR;NA;CH_RE-FR_2011;NA
CH_RE-GE_1942;1942;1945;RE;CH;GE;39;Grand Conseil;GC;NA;NA;CH_RE-GE_1945
CH_RE-GE_1945;1945;1948;RE;CH;GE;40;Grand Conseil;GC;NA;CH_RE-GE_1942;CH_RE-GE_1948
CH_RE-GE_1948;1948;1951;RE;CH;GE;41;Grand Conseil;GC;NA;CH_RE-GE_1945;CH_RE-GE_1951
CH_RE-GE_1951;1951;1954;RE;CH;GE;42;Grand Conseil;GC;NA;CH_RE-GE_1948;CH_RE-GE_1954
CH_RE-GE_1954;1954;1957;RE;CH;GE;43;Grand Conseil;GC;NA;CH_RE-GE_1951;CH_RE-GE_1957
CH_RE-GE_1957;1957;1961;RE;CH;GE;44;Grand Conseil;GC;NA;CH_RE-GE_1954;CH_RE-GE_1961
CH_RE-GE_1961;1961;1965;RE;CH;GE;45;Grand Conseil;GC;NA;CH_RE-GE_1957;CH_RE-GE_1965
CH_RE-GE_1965;1965;1969;RE;CH;GE;46;Grand Conseil;GC;NA;CH_RE-GE_1961;CH_RE-GE_1969
CH_RE-GE_1969;1969;05nov1973;RE;CH;GE;47;Grand Conseil;GC;NA;CH_RE-GE_1965;CH_RE-GE_1973
CH_RE-GE_1973;05nov1973;03nov1977;RE;CH;GE;48;Grand Conseil;GC;NA;CH_RE-GE_1969;CH_RE-GE_1977
CH_RE-GE_1977;03nov1977;05nov1981;RE;CH;GE;49;Grand Conseil;GC;NA;CH_RE-GE_1973;CH_RE-GE_1981
CH_RE-GE_1981;05nov1981;03nov1985;RE;CH;GE;50;Grand Conseil;GC;NA;CH_RE-GE_1977;CH_RE-GE_1985
CH_RE-GE_1985;03nov1985;09nov1989;RE;CH;GE;51;Grand Conseil;GC;NA;CH_RE-GE_1981;CH_RE-GE_1989
CH_RE-GE_1989;09nov1989;04nov1993;RE;CH;GE;52;Grand Conseil;GC;NA;CH_RE-GE_1985;CH_RE-GE_1993
CH_RE-GE_1993;04nov1993;06nov1997;RE;CH;GE;53;Grand Conseil;GC;NA;CH_RE-GE_1989;CH_RE-GE_1997
CH_RE-GE_1997;06nov1997;01nov2001;RE;CH;GE;54;Grand Conseil;GC;NA;CH_RE-GE_1993;CH_RE-GE_2001
CH_RE-GE_2001;01nov2001;03nov2005;RE;CH;GE;55;Grand Conseil;GC;NA;CH_RE-GE_1997;CH_RE-GE_2005
CH_RE-GE_2005;03nov2005;05nov2009;RE;CH;GE;56;Grand Conseil;GC;NA;CH_RE-GE_2001;CH_RE-GE_2009
CH_RE-GE_2009;05nov2009;07nov2013;RE;CH;GE;57;Grand Conseil;GC;NA;CH_RE-GE_2005;CH_RE-GE_2013
CH_RE-GE_2013;07nov2013;15may2018;RE;CH;GE;NC;Grand Conseil;GC;NA;CH_RE-GE_2009;CH_RE-GE_2018
CH_RE-GE_2018;15may2018;2023;RE;CH;GE;NC;Grand Conseil;GC;NA;CH_RE-GE_2013;NA
CH_RE-GL_1944;1944;1947;RE;CH;GL;NC;Landrat;LR;NA;NA;CH_RE-GL_1947
CH_RE-GL_1947;1947;1950;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1944;CH_RE-GL_1950
CH_RE-GL_1950;1950;1953;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1947;CH_RE-GL_1953
CH_RE-GL_1953;1953;1956;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1950;CH_RE-GL_1956
CH_RE-GL_1956;1956;1959;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1953;CH_RE-GL_1959
CH_RE-GL_1959;1959;1962;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1956;CH_RE-GL_1962
CH_RE-GL_1962;1962;1965;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1959;CH_RE-GL_1965
CH_RE-GL_1965;1965;1968;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1962;CH_RE-GL_1968
CH_RE-GL_1968;1968;1971;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1965;CH_RE-GL_1971
CH_RE-GL_1971;1971;1974;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1968;CH_RE-GL_1974
CH_RE-GL_1974;1974;1978;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1971;CH_RE-GL_1978
CH_RE-GL_1978;1978;1982;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1974;CH_RE-GL_1982
CH_RE-GL_1982;1982;1986;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1978;CH_RE-GL_1986
CH_RE-GL_1986;1986;1990;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1982;CH_RE-GL_1990
CH_RE-GL_1990;1990;1994;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1986;CH_RE-GL_1994
CH_RE-GL_1994;1994;1998;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1990;CH_RE-GL_1998
CH_RE-GL_1998;1998;2002;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1994;CH_RE-GL_2002
CH_RE-GL_2002;2002;2006;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_1998;CH_RE-GL_2006
CH_RE-GL_2006;2006;30jun2010;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_2002;CH_RE-GL_2010
CH_RE-GL_2010;30jun2010;25jun2014;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_2006;CH_RE-GL_2014
CH_RE-GL_2014;25jun2014;27jun2018;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_2010;CH_RE-GL_2018
CH_RE-GL_2018;27jun2018;2022;RE;CH;GL;NC;Landrat;LR;NA;CH_RE-GL_2014;NA
CH_RE-GR_1945;1945;1947;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;NA;CH_RE-GR_1947
CH_RE-GR_1947;1947;1949;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1945;CH_RE-GR_1949
CH_RE-GR_1949;1949;1951;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1947;CH_RE-GR_1951
CH_RE-GR_1951;1951;1953;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1949;CH_RE-GR_1953
CH_RE-GR_1953;1953;1955;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1951;CH_RE-GR_1955
CH_RE-GR_1955;1955;1957;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1953;CH_RE-GR_1957
CH_RE-GR_1957;1957;1959;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1955;CH_RE-GR_1959
CH_RE-GR_1959;1959;1961;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1957;CH_RE-GR_1961
CH_RE-GR_1961;1961;1963;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1959;CH_RE-GR_1963
CH_RE-GR_1963;1963;1965;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1961;CH_RE-GR_1965
CH_RE-GR_1965;1965;1967;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1963;CH_RE-GR_1967
CH_RE-GR_1967;1967;1969;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1965;CH_RE-GR_1969
CH_RE-GR_1969;1969;1971;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1967;CH_RE-GR_1971
CH_RE-GR_1971;1971;1973;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1969;CH_RE-GR_1973
CH_RE-GR_1973;1973;1975;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1971;CH_RE-GR_1975
CH_RE-GR_1975;1975;1977;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1973;CH_RE-GR_1977
CH_RE-GR_1977;1977;1979;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1975;CH_RE-GR_1979
CH_RE-GR_1979;1979;1981;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1977;CH_RE-GR_1981
CH_RE-GR_1981;1981;1983;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1979;CH_RE-GR_1983
CH_RE-GR_1983;1983;1985;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1981;CH_RE-GR_1985
CH_RE-GR_1985;1985;1987;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1983;CH_RE-GR_1987
CH_RE-GR_1987;1987;1989;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1985;CH_RE-GR_1989
CH_RE-GR_1989;1989;1991;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1987;CH_RE-GR_1991
CH_RE-GR_1991;1991;1994;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1989;CH_RE-GR_1994
CH_RE-GR_1994;1994;1997;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1991;CH_RE-GR_1997
CH_RE-GR_1997;1997;29may2000;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1994;CH_RE-GR_2000
CH_RE-GR_2000;29may2000;11jun2003;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_1997;CH_RE-GR_2003
CH_RE-GR_2003;11jun2003;30aug2006;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_2000;CH_RE-GR_2006
CH_RE-GR_2006;30aug2006;25aug2010;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_2003;CH_RE-GR_2010
CH_RE-GR_2010;25aug2010;27aug2014;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_2006;CH_RE-GR_2014
CH_RE-GR_2014;27aug2014;29aug2018;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_2010;CH_RE-GR_2018
CH_RE-GR_2018;29aug2018;2022;RE;CH;GR;NC;"Grosser Rat;Gran Consiglio;Cussegl Grond";GR;NA;CH_RE-GR_2014;NA
CH_RE-JU_1978;1978;1982;RE;CH;JU;NC;Parlement;PL;NA;NA;CH_RE-JU_1982
CH_RE-JU_1982;1982;1986;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1978;CH_RE-JU_1986
CH_RE-JU_1986;1986;1990;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1982;CH_RE-JU_1990
CH_RE-JU_1990;1990;1994;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1986;CH_RE-JU_1994
CH_RE-JU_1994;1994;1998;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1990;CH_RE-JU_1998
CH_RE-JU_1998;1998;11dec2002;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1994;CH_RE-JU_2002
CH_RE-JU_2002;18dec2002;20dec2006;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_1998;CH_RE-JU_2006
CH_RE-JU_2006;20dec2006;15dec2010;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_2002;CH_RE-JU_2010
CH_RE-JU_2010;15dec2010;09dec2015;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_2006;CH_RE-JU_2015
CH_RE-JU_2015;16dec2015;2020;RE;CH;JU;NC;Parlement;PL;NA;CH_RE-JU_2010;NA
CH_RE-LU_1943;1943;1947;RE;CH;LU;NC;Grosser Rat;GR;NA;NA;CH_RE-LU_1947
CH_RE-LU_1947;1947;1951;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1943;CH_RE-LU_1951
CH_RE-LU_1951;1951;1955;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1947;CH_RE-LU_1955
CH_RE-LU_1955;1955;1959;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1951;CH_RE-LU_1959
CH_RE-LU_1959;1959;1963;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1955;CH_RE-LU_1963
CH_RE-LU_1963;1963;1967;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1959;CH_RE-LU_1967
CH_RE-LU_1967;1967;1971;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1963;CH_RE-LU_1971
CH_RE-LU_1971;1971;16jun1975;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1967;CH_RE-LU_1975
CH_RE-LU_1975;16jun1975;18jun1979;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1971;CH_RE-LU_1979
CH_RE-LU_1979;18jun1979;20jun1983;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1975;CH_RE-LU_1983
CH_RE-LU_1983;20jun1983;1987;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1979;CH_RE-LU_1987
CH_RE-LU_1987;1987;1991;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1983;CH_RE-LU_1991
CH_RE-LU_1991;1991;1995;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1987;CH_RE-LU_1995
CH_RE-LU_1995;1995;14jun1999;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1991;CH_RE-LU_1999
CH_RE-LU_1999;14jun1999;16jun2003;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1995;CH_RE-LU_2003
CH_RE-LU_2003;16jun2003;18jun2007;RE;CH;LU;NC;Grosser Rat;GR;NA;CH_RE-LU_1999;CH_RE-LU_2007
CH_RE-LU_2007;18jun2007;20jun2011;RE;CH;LU;NC;Kantonsrat;KR;NA;CH_RE-LU_2003;CH_RE-LU_2011
CH_RE-LU_2011;20jun2011;22jun2015;RE;CH;LU;NC;Kantonsrat;KR;NA;CH_RE-LU_2007;CH_RE-LU_2015
CH_RE-LU_2015;22jun2015;2019;RE;CH;LU;NC;Kantonsrat;KR;NA;CH_RE-LU_2011;CH_RE-LU_2019
CH_RE-LU_2019;2019;2023;RE;CH;LU;NC;Kantonsrat;KR;NA;CH_RE-LU_2015;NA
CH_RE-NE_1941;1941;1945;RE;CH;NE;NC;Grand Conseil;GC;NA;NA;CH_RE-NE_1945
CH_RE-NE_1945;1945;1949;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1941;CH_RE-NE_1949
CH_RE-NE_1949;1949;1953;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1945;CH_RE-NE_1953
CH_RE-NE_1953;1953;1957;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1949;CH_RE-NE_1957
CH_RE-NE_1957;1957;1961;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1953;CH_RE-NE_1961
CH_RE-NE_1961;1961;1965;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1957;CH_RE-NE_1965
CH_RE-NE_1965;1965;1969;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1961;CH_RE-NE_1969
CH_RE-NE_1969;1969;1973;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1965;CH_RE-NE_1973
CH_RE-NE_1973;1973;1977;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1969;CH_RE-NE_1977
CH_RE-NE_1977;1977;1981;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1973;CH_RE-NE_1981
CH_RE-NE_1981;1981;1985;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1977;CH_RE-NE_1985
CH_RE-NE_1985;1985;1989;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1981;CH_RE-NE_1989
CH_RE-NE_1989;1989;17may1993;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1985;CH_RE-NE_1993
CH_RE-NE_1993;17may1993;20may1997;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1989;CH_RE-NE_1997
CH_RE-NE_1997;20may1997;21may2001;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1993;CH_RE-NE_2001
CH_RE-NE_2001;21may2001;31may2005;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_1997;CH_RE-NE_2005
CH_RE-NE_2005;31may2005;26may2009;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_2001;CH_RE-NE_2009
CH_RE-NE_2009;26may2009;28may2013;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_2005;CH_RE-NE_2013
CH_RE-NE_2013;28may2013;30may2017;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_2009;CH_RE-NE_2017
CH_RE-NE_2017;30may2017;2021;RE;CH;NE;NC;Grand Conseil;GC;NA;CH_RE-NE_2013;NA
CH_RE-NW_1943;1943;1949;RE;CH;NW;NC;Landrat;LR;NA;NA;CH_RE-NW_1949
CH_RE-NW_1949;1949;1955;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1943;CH_RE-NW_1955
CH_RE-NW_1955;1955;1958;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1949;CH_RE-NW_1958
CH_RE-NW_1958;1958;1962;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1955;CH_RE-NW_1962
CH_RE-NW_1962;1962;1966;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1958;CH_RE-NW_1966
CH_RE-NW_1966;1966;1970;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1962;CH_RE-NW_1970
CH_RE-NW_1970;1970;1974;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1966;CH_RE-NW_1974
CH_RE-NW_1974;1974;1978;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1970;CH_RE-NW_1978
CH_RE-NW_1978;1978;1982;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1974;CH_RE-NW_1982
CH_RE-NW_1982;1982;1986;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1978;CH_RE-NW_1986
CH_RE-NW_1986;1986;1990;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1982;CH_RE-NW_1990
CH_RE-NW_1990;1990;1994;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1986;CH_RE-NW_1994
CH_RE-NW_1994;1994;1998;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1990;CH_RE-NW_1998
CH_RE-NW_1998;1998;26jun2002;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1994;CH_RE-NW_2002
CH_RE-NW_2002;26jun2002;28jun2006;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_1998;CH_RE-NW_2006
CH_RE-NW_2006;28jun2006;30jun2010;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_2002;CH_RE-NW_2010
CH_RE-NW_2010;30jun2010;25jun2014;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_2006;CH_RE-NW_2014
CH_RE-NW_2014;25jun2014;27jun2018;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_2010;CH_RE-NW_2018
CH_RE-NW_2018;27jun2018;2022;RE;CH;NW;NC;Landrat;LR;NA;CH_RE-NW_2014;NA
CH_RE-OW_1970;1970;1974;RE;CH;OW;NC;Kantonsrat;KR;NA;NA;CH_RE-OW_1974
CH_RE-OW_1974;1974;1978;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1970;CH_RE-OW_1978
CH_RE-OW_1978;1978;1982;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1974;CH_RE-OW_1982
CH_RE-OW_1982;1982;1986;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1978;CH_RE-OW_1986
CH_RE-OW_1986;1986;1990;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1982;CH_RE-OW_1990
CH_RE-OW_1990;1990;1994;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1986;CH_RE-OW_1994
CH_RE-OW_1994;1994;1998;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1990;CH_RE-OW_1998
CH_RE-OW_1998;1998;2002;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1994;CH_RE-OW_2002
CH_RE-OW_2002;2002;30jun2006;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_1998;CH_RE-OW_2006
CH_RE-OW_2006;30jun2006;25jun2010;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_2002;CH_RE-OW_2010
CH_RE-OW_2010;25jun2010;27jun2014;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_2006;CH_RE-OW_2014
CH_RE-OW_2014;27jun2014;29jun2018;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_2010;CH_RE-OW_2018
CH_RE-OW_2018;29jun2018;2022;RE;CH;OW;NC;Kantonsrat;KR;NA;CH_RE-OW_2014;NA
CH_RE-SG_1942;1942;1945;RE;CH;SG;NC;Grosser Rat;GR;NA;NA;CH_RE-SG_1945
CH_RE-SG_1945;1945;1948;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1942;CH_RE-SG_1948
CH_RE-SG_1948;1948;1951;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1945;CH_RE-SG_1951
CH_RE-SG_1951;1951;1954;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1948;CH_RE-SG_1954
CH_RE-SG_1954;1954;1957;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1951;CH_RE-SG_1957
CH_RE-SG_1957;1957;1960;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1954;CH_RE-SG_1960
CH_RE-SG_1960;1960;1964;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1957;CH_RE-SG_1964
CH_RE-SG_1964;1964;1968;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1960;CH_RE-SG_1968
CH_RE-SG_1968;1968;1972;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1964;CH_RE-SG_1972
CH_RE-SG_1972;1972;31may1976;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1968;CH_RE-SG_1976
CH_RE-SG_1976;01jun1976;31may1980;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1972;CH_RE-SG_1980
CH_RE-SG_1980;01jun1980;31may1984;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1976;CH_RE-SG_1984
CH_RE-SG_1984;01jun1984;31may1988;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1980;CH_RE-SG_1988
CH_RE-SG_1988;01jun1988;31may1992;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1984;CH_RE-SG_1992
CH_RE-SG_1992;01jun1992;31may1996;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1988;CH_RE-SG_1996
CH_RE-SG_1996;01jun1996;31may2000;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1992;CH_RE-SG_2000
CH_RE-SG_2000;01jun2000;31may2004;RE;CH;SG;NC;Grosser Rat;GR;NA;CH_RE-SG_1996;CH_RE-SG_2004
CH_RE-SG_2004;01jun2004;31may2008;RE;CH;SG;NC;Kantonsrat;KR;NA;CH_RE-SG_2000;CH_RE-SG_2008
