list_id;list_name;parliament_id;district_id;elec_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type;list_name_check;list_id_check
DE_NT-BT_2009__Niedersachsen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Niedersachsen;DE_NT-BT_2009__Niedersachsen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-NI;NA;;;TRUE;TRUE
DE_NT-BT_1998__Thueringen__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Thueringen;DE_NT-BT_1998__Thueringen__27sep1998;NT_RE;NA;DE_Li|PDS_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_2005__Saarland__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Saarland;DE_NT-BT_2005__Saarland__18sep2005;NT_RE;NA;DE_Li|PDS_RE-SL;NA;;;TRUE;TRUE
DE_NT-BT_1994__Berlin__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Berlin;DE_NT-BT_1994__Berlin__16oct1994;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_1990__Bremen__02dec1990__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1990;DE_NT-BT_1990__Bremen;DE_NT-BT_1990__Bremen__02dec1990;NT_RE;NA;DE_Li|PDS_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_1990__Berlin__02dec1990__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1990;DE_NT-BT_1990__Berlin;DE_NT-BT_1990__Berlin__02dec1990;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_1998__Sachsen__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Sachsen;DE_NT-BT_1998__Sachsen__27sep1998;NT_RE;NA;DE_Li|PDS_RE-SN;NA;;;TRUE;TRUE
DE_NT-BT_1994__Brandenburg__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Brandenburg;DE_NT-BT_1994__Brandenburg__16oct1994;NT_RE;NA;DE_Li|PDS_RE-BB;NA;;;TRUE;TRUE
DE_NT-BT_1994__Mecklenburg-Vorpommern__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Mecklenburg-Vorpommern;DE_NT-BT_1994__Mecklenburg-Vorpommern__16oct1994;NT_RE;NA;DE_Li|PDS_RE-MV;NA;;;TRUE;TRUE
DE_NT-BT_1994__Bayern__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Bayern;DE_NT-BT_1994__Bayern__16oct1994;NT_RE;NA;DE_Li|PDS_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_1994__Nordrhein-Westfalen__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Nordrhein-Westfalen;DE_NT-BT_1994__Nordrhein-Westfalen__16oct1994;NT_RE;NA;DE_Li|PDS_RE-NW;NA;;;TRUE;TRUE
DE_NT-BT_1994__Schleswig-Holstein__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Schleswig-Holstein;DE_NT-BT_1994__Schleswig-Holstein__16oct1994;NT_RE;NA;DE_Li|PDS_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_2002__Schleswig-Holstein__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Schleswig-Holstein;DE_NT-BT_2002__Schleswig-Holstein__22sep2002;NT_RE;NA;DE_Li|PDS_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_1994__Saarland__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Saarland;DE_NT-BT_1994__Saarland__16oct1994;NT_RE;NA;DE_Li|PDS_RE-SL;NA;;;TRUE;TRUE
DE_NT-BT_2002__Sachsen__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Sachsen;DE_NT-BT_2002__Sachsen__22sep2002;NT_RE;NA;DE_Li|PDS_RE-SN;NA;;;TRUE;TRUE
DE_NT-BT_1998__Nordrhein-Westfalen__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Nordrhein-Westfalen;DE_NT-BT_1998__Nordrhein-Westfalen__27sep1998;NT_RE;NA;DE_Li|PDS_RE-NW;NA;;;TRUE;TRUE
DE_NT-BT_2005__Rheinland-Pfalz__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Rheinland-Pfalz;DE_NT-BT_2005__Rheinland-Pfalz__18sep2005;NT_RE;NA;DE_Li|PDS_RE-RP;NA;;;TRUE;TRUE
DE_NT-BT_2002__Hessen__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Hessen;DE_NT-BT_2002__Hessen__22sep2002;NT_RE;NA;DE_Li|PDS_RE-HE;NA;;;TRUE;TRUE
DE_NT-BT_2005__Mecklenburg-Vorpommern__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Mecklenburg-Vorpommern;DE_NT-BT_2005__Mecklenburg-Vorpommern__18sep2005;NT_RE;NA;DE_Li|PDS_RE-MV;NA;;;TRUE;TRUE
DE_NT-BT_1998__Mecklenburg-Vorpommern__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Mecklenburg-Vorpommern;DE_NT-BT_1998__Mecklenburg-Vorpommern__27sep1998;NT_RE;NA;DE_Li|PDS_RE-MV;NA;;;TRUE;TRUE
DE_NT-BT_1998__Baden-Wuerttemberg__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Baden-Wuerttemberg;DE_NT-BT_1998__Baden-Wuerttemberg__27sep1998;NT_RE;NA;DE_Li|PDS_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_1998__Schleswig-Holstein__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Schleswig-Holstein;DE_NT-BT_1998__Schleswig-Holstein__27sep1998;NT_RE;NA;DE_Li|PDS_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_1994__Thueringen__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Thueringen;DE_NT-BT_1994__Thueringen__16oct1994;NT_RE;NA;DE_Li|PDS_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_1994__Bremen__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Bremen;DE_NT-BT_1994__Bremen__16oct1994;NT_RE;NA;DE_Li|PDS_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_1994__Sachsen__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Sachsen;DE_NT-BT_1994__Sachsen__16oct1994;NT_RE;NA;DE_Li|PDS_RE-SN;NA;;;TRUE;TRUE
DE_NT-BT_1994__Sachsen-Anhalt__16oct1994__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1994;DE_NT-BT_1994__Sachsen-Anhalt;DE_NT-BT_1994__Sachsen-Anhalt__16oct1994;NT_RE;NA;DE_Li|PDS_RE-ST;NA;;;TRUE;TRUE
DE_NT-BT_1998__Sachsen-Anhalt__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Sachsen-Anhalt;DE_NT-BT_1998__Sachsen-Anhalt__27sep1998;NT_RE;NA;DE_Li|PDS_RE-ST;NA;;;TRUE;TRUE
DE_NT-BT_1998__Bremen__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Bremen;DE_NT-BT_1998__Bremen__27sep1998;NT_RE;NA;DE_Li|PDS_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_1998__Rheinland-Pfalz__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Rheinland-Pfalz;DE_NT-BT_1998__Rheinland-Pfalz__27sep1998;NT_RE;NA;DE_Li|PDS_RE-RP;NA;;;TRUE;TRUE
DE_NT-BT_1998__Hessen__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Hessen;DE_NT-BT_1998__Hessen__27sep1998;NT_RE;NA;DE_Li|PDS_RE-HE;NA;;;TRUE;TRUE
DE_NT-BT_1998__Saarland__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Saarland;DE_NT-BT_1998__Saarland__27sep1998;NT_RE;NA;DE_Li|PDS_RE-SL;NA;;;TRUE;TRUE
DE_NT-BT_1998__Berlin__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Berlin;DE_NT-BT_1998__Berlin__27sep1998;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_2002__Saarland__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Saarland;DE_NT-BT_2002__Saarland__22sep2002;NT_RE;NA;DE_Li|PDS_RE-SL;NA;;;TRUE;TRUE
DE_NT-BT_2005__Sachsen-Anhalt__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Sachsen-Anhalt;DE_NT-BT_2005__Sachsen-Anhalt__18sep2005;NT_RE;NA;DE_Li|PDS_RE-ST;NA;;;TRUE;TRUE
DE_NT-BT_1998__Bayern__27sep1998__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_1998;DE_NT-BT_1998__Bayern;DE_NT-BT_1998__Bayern__27sep1998;NT_RE;NA;DE_Li|PDS_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_2002__Bayern__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Bayern;DE_NT-BT_2002__Bayern__22sep2002;NT_RE;NA;DE_Li|PDS_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_2009__Brandenburg__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Brandenburg;DE_NT-BT_2009__Brandenburg__27sep2009;NT_RE;NA;DE_Li|PDS_RE-BB;NA;;;TRUE;TRUE
DE_NT-BT_2005__Baden-Wuerttemberg__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Baden-Wuerttemberg;DE_NT-BT_2005__Baden-Wuerttemberg__18sep2005;NT_RE;NA;DE_Li|PDS_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_2002__Baden-Wuerttemberg__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Baden-Wuerttemberg;DE_NT-BT_2002__Baden-Wuerttemberg__22sep2002;NT_RE;NA;DE_Li|PDS_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_2002__Rheinland-Pfalz__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Rheinland-Pfalz;DE_NT-BT_2002__Rheinland-Pfalz__22sep2002;NT_RE;NA;DE_Li|PDS_RE-RP;NA;;;TRUE;TRUE
DE_NT-BT_2002__Bremen__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Bremen;DE_NT-BT_2002__Bremen__22sep2002;NT_RE;NA;DE_Li|PDS_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_2002__Nordrhein-Westfalen__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Nordrhein-Westfalen;DE_NT-BT_2002__Nordrhein-Westfalen__22sep2002;NT_RE;NA;DE_Li|PDS_RE-NW;NA;;;TRUE;TRUE
DE_NT-BT_2002__Sachsen-Anhalt__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Sachsen-Anhalt;DE_NT-BT_2002__Sachsen-Anhalt__22sep2002;NT_RE;NA;DE_Li|PDS_RE-ST;NA;;;TRUE;TRUE
DE_NT-BT_2002__Mecklenburg-Vorpommern__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Mecklenburg-Vorpommern;DE_NT-BT_2002__Mecklenburg-Vorpommern__22sep2002;NT_RE;NA;DE_Li|PDS_RE-MV;NA;;;TRUE;TRUE
DE_NT-BT_2005__Thueringen__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Thueringen;DE_NT-BT_2005__Thueringen__18sep2005;NT_RE;NA;DE_Li|PDS_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_2009__Thueringen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Thueringen;DE_NT-BT_2009__Thueringen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_2009__Bremen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Bremen;DE_NT-BT_2009__Bremen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_2002__Berlin__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Berlin;DE_NT-BT_2002__Berlin__22sep2002;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_2002__Thueringen__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Thueringen;DE_NT-BT_2002__Thueringen__22sep2002;NT_RE;NA;DE_Li|PDS_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_2005__Berlin__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Berlin;DE_NT-BT_2005__Berlin__18sep2005;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_2005__Brandenburg__18sep2005__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2005;DE_NT-BT_2005__Brandenburg;DE_NT-BT_2005__Brandenburg__18sep2005;NT_RE;NA;DE_Li|PDS_RE-BB;NA;;;TRUE;TRUE
DE_NT-BT_2009__Berlin__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Berlin;DE_NT-BT_2009__Berlin__27sep2009;NT_RE;NA;DE_Li|PDS_RE-BE;NA;;;TRUE;TRUE
DE_NT-BT_2009__Bayern__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Bayern;DE_NT-BT_2009__Bayern__27sep2009;NT_RE;NA;DE_Li|PDS_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_2009__Nordrhein-Westfalen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Nordrhein-Westfalen;DE_NT-BT_2009__Nordrhein-Westfalen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-NW;NA;;;TRUE;TRUE
DE_NT-BT_2009__Baden-Wuerttemberg__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Baden-Wuerttemberg;DE_NT-BT_2009__Baden-Wuerttemberg__27sep2009;NT_RE;NA;DE_Li|PDS_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_2009__Schleswig-Holstein__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Schleswig-Holstein;DE_NT-BT_2009__Schleswig-Holstein__27sep2009;NT_RE;NA;DE_Li|PDS_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_2009__Sachsen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Sachsen;DE_NT-BT_2009__Sachsen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-SN;NA;;;TRUE;TRUE
DE_NT-BT_2009__Sachsen-Anhalt__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Sachsen-Anhalt;DE_NT-BT_2009__Sachsen-Anhalt__27sep2009;NT_RE;NA;DE_Li|PDS_RE-ST;NA;;;TRUE;TRUE
DE_NT-BT_2009__Hessen__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Hessen;DE_NT-BT_2009__Hessen__27sep2009;NT_RE;NA;DE_Li|PDS_RE-HE;NA;;;TRUE;TRUE
DE_NT-BT_2002__Brandenburg__22sep2002__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2002;DE_NT-BT_2002__Brandenburg;DE_NT-BT_2002__Brandenburg__22sep2002;NT_RE;NA;DE_Li|PDS_RE-BB;NA;;;TRUE;TRUE
DE_NT-BT_2009__Mecklenburg-Vorpommern__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Mecklenburg-Vorpommern;DE_NT-BT_2009__Mecklenburg-Vorpommern__27sep2009;NT_RE;NA;DE_Li|PDS_RE-MV;NA;;;TRUE;TRUE
DE_NT-BT_2009__Rheinland-Pfalz__27sep2009__Die-Linke-Partei-des-Demokratischen-Sozialismus;Die-Linke-Partei-des-Demokratischen-Sozialismus;DE_NT-BT_2009;DE_NT-BT_2009__Rheinland-Pfalz;DE_NT-BT_2009__Rheinland-Pfalz__27sep2009;NT_RE;NA;DE_Li|PDS_RE-RP;NA;;;TRUE;TRUE
DE_NT-BT_1990__Baden-Wuerttemberg__02dec1990__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1990;DE_NT-BT_1990__Baden-Wuerttemberg;DE_NT-BT_1990__Baden-Wuerttemberg__02dec1990;NT_RE;NA;DE_LIGA_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_1990__Bayern__02dec1990__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1990;DE_NT-BT_1990__Bayern;DE_NT-BT_1990__Bayern__02dec1990;NT_RE;NA;DE_LIGA_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_1990__Thueringen__02dec1990__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1990;DE_NT-BT_1990__Thueringen;DE_NT-BT_1990__Thueringen__02dec1990;NT_RE;NA;DE_LIGA_RE-TH;NA;;;TRUE;TRUE
DE_NT-BT_1990__Brandenburg__02dec1990__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1990;DE_NT-BT_1990__Brandenburg;DE_NT-BT_1990__Brandenburg__02dec1990;NT_RE;NA;DE_LIGA_RE-BB;NA;;;TRUE;TRUE
DE_NT-BT_1990__Sachsen__02dec1990__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1990;DE_NT-BT_1990__Sachsen;DE_NT-BT_1990__Sachsen__02dec1990;NT_RE;NA;DE_LIGA_RE-SN;NA;;;TRUE;TRUE
DE_NT-BT_1994__Bayern__16oct1994__Christliche-Liga-Die-Partei-fuer-das-Leben;Christliche-Liga-Die-Partei-fuer-das-Leben;DE_NT-BT_1994;DE_NT-BT_1994__Bayern;DE_NT-BT_1994__Bayern__16oct1994;NT_RE;NA;DE_LIGA_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_1987__Nordrhein-Westfalen__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Nordrhein-Westfalen;DE_NT-BT_1987__Nordrhein-Westfalen__25jan1987;NT_RE;NA;DE_MLPD_RE-NW;NA;;;TRUE;TRUE
DE_NT-BT_2009__Baden-Wuerttemberg__27sep2009__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_2009;DE_NT-BT_2009__Baden-Wuerttemberg;DE_NT-BT_2009__Baden-Wuerttemberg__27sep2009;NT_RE;NA;DE_MLPD_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_1987__Saarland__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Saarland;DE_NT-BT_1987__Saarland__25jan1987;NT_RE;NA;DE_MLPD_RE-SL;NA;;;TRUE;TRUE
DE_NT-BT_1987__Bayern__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Bayern;DE_NT-BT_1987__Bayern__25jan1987;NT_RE;NA;DE_MLPD_RE-BY;NA;;;TRUE;TRUE
DE_NT-BT_1987__Baden-Wuerttemberg__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Baden-Wuerttemberg;DE_NT-BT_1987__Baden-Wuerttemberg__25jan1987;NT_RE;NA;DE_MLPD_RE-BW;NA;;;TRUE;TRUE
DE_NT-BT_1987__Hamburg__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Hamburg;DE_NT-BT_1987__Hamburg__25jan1987;NT_RE;NA;DE_MLPD_RE-HH;NA;;;TRUE;TRUE
DE_NT-BT_1987__Bremen__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Bremen;DE_NT-BT_1987__Bremen__25jan1987;NT_RE;NA;DE_MLPD_RE-HB;NA;;;TRUE;TRUE
DE_NT-BT_1987__Schleswig-Holstein__25jan1987__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1987;DE_NT-BT_1987__Schleswig-Holstein;DE_NT-BT_1987__Schleswig-Holstein__25jan1987;NT_RE;NA;DE_MLPD_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_2005__Schleswig-Holstein__18sep2005__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_2005;DE_NT-BT_2005__Schleswig-Holstein;DE_NT-BT_2005__Schleswig-Holstein__18sep2005;NT_RE;NA;DE_MLPD_RE-SH;NA;;;TRUE;TRUE
DE_NT-BT_1994__Schleswig-Holstein__16oct1994__Marxistisch-Leninistische-Partei-Deutschlands;Marxistisch-Leninistische-Partei-Deutschlands;DE_NT-BT_1994;DE_NT-BT_1994__Schleswig-Holstein;DE_NT-BT_1994__Schleswig-Holstein__16oct1994;NT_RE;NA;DE_MLPD_RE-SH;NA;;;TRUE;TRUE
