list_id;list_name;parliament_id;district_id;elec_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type;list_name_check;list_id_check
CH_NT-SR_1991__Valais__20oct1991__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1991;CH_NT-SR_1991__Valais;CH_NT-SR_1991__Valais__20oct1991;RE;;CH_SPS|PSS_RE-VS;1;;;;
CH_NT-SR_1987__Fribourg-Freiburg__18oct1987__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1987;CH_NT-SR_1987__Fribourg-Freiburg;CH_NT-SR_1987__Fribourg-Freiburg__18oct1987;RE;;CH_FDP|PRD_RE-FR;1;;;;
CH_NT-SR_1967__Ticino__03dec1967__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1967;CH_NT-SR_1967__Ticino;CH_NT-SR_1967__Ticino__03dec1967;RE;;CH_FDP|PRD_RE-TI;1;;;;
CH_NT-SR_1971__Ticino__31oct1971__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1971;CH_NT-SR_1971__Ticino;CH_NT-SR_1971__Ticino__31oct1971;RE;;CH_FDP|PRD_RE-TI;1;;;;
CH_NT-SR_1971__Ticino__14nov1971__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1971;CH_NT-SR_1971__Ticino;CH_NT-SR_1971__Ticino__14nov1971;RE;;CH_FDP|PRD_RE-TI;1;;;;
CH_NT-SR_2003__Bern-Berne__19oct2003__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_2003;CH_NT-SR_2003__Bern-Berne;CH_NT-SR_2003__Bern-Berne__19oct2003;RE;;CH_FDP|PRD_RE-BE;1;;;;
CH_NT-SR_1995__Thurgau__22oct1995__district-EVP|PEP;district-EVP|PEP;CH_NT-SR_1995;CH_NT-SR_1995__Thurgau;CH_NT-SR_1995__Thurgau__22oct1995;RE;;CH_EVP|PEP_RE-TG;1;;;;
CH_NT-SR_1991__St-Gallen__20oct1991__district-none;district-none;CH_NT-SR_1991;CH_NT-SR_1991__St-Gallen;CH_NT-SR_1991__St-Gallen__20oct1991;RE;;CH_none_RE-SG;1;;;;
CH_NT-SR_1967__Geneve__29oct1967__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1967;CH_NT-SR_1967__Geneve;CH_NT-SR_1967__Geneve__29oct1967;RE;;CH_FDP|PRD_RE-GE;1;;;;
CH_NT-SR_2003__Luzern__19oct2003__district-GPS|PES;district-GPS|PES;CH_NT-SR_2003;CH_NT-SR_2003__Luzern;CH_NT-SR_2003__Luzern__19oct2003;RE;;CH_GPS|PES_RE-LU;1;;;;
CH_NT-SR_1995__Solothurn__22oct1995__district-SD|DS;district-SD|DS;CH_NT-SR_1995;CH_NT-SR_1995__Solothurn;CH_NT-SR_1995__Solothurn__22oct1995;RE;;CH_SD|DS_RE-SO;1;;;;
CH_NT-SR_2003__Basel-Stadt__19oct2003__district-SD|DS;district-SD|DS;CH_NT-SR_2003;CH_NT-SR_2003__Basel-Stadt;CH_NT-SR_2003__Basel-Stadt__19oct2003;RE;;CH_SD|DS_RE-BS;1;;;;
CH_NT-SR_1995__Zuerich__22oct1995__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1995;CH_NT-SR_1995__Zuerich;CH_NT-SR_1995__Zuerich__22oct1995;RE;;CH_SVP|UDC_RE-ZH;1;;;;
CH_NT-SR_1971__Fribourg-Freiburg__22oct1972__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1971;CH_NT-SR_1971__Fribourg-Freiburg;CH_NT-SR_1971__Fribourg-Freiburg__22oct1972;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1971__Fribourg-Freiburg__05nov1972__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1971;CH_NT-SR_1971__Fribourg-Freiburg;CH_NT-SR_1971__Fribourg-Freiburg__05nov1972;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1975__Fribourg-Freiburg__26oct1975__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1975;CH_NT-SR_1975__Fribourg-Freiburg;CH_NT-SR_1975__Fribourg-Freiburg__26oct1975;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1975__Fribourg-Freiburg__26oct1975__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1975;CH_NT-SR_1975__Fribourg-Freiburg;CH_NT-SR_1975__Fribourg-Freiburg__26oct1975;RE;;CH_SPS|PSS_RE-FR;1;;;;
CH_NT-SR_1991__Graubuenden__25sep1994__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1991;CH_NT-SR_1991__Graubuenden;CH_NT-SR_1991__Graubuenden__25sep1994;RE;;CH_SVP|UDC_RE-GR;1;;;;
CH_NT-SR_1995__Graubuenden__27sep1998__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1995;CH_NT-SR_1995__Graubuenden;CH_NT-SR_1995__Graubuenden__27sep1998;RE;;CH_SVP|UDC_RE-GR;1;;;;
CH_NT-SR_1999__Graubuenden__22sep2002__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1999;CH_NT-SR_1999__Graubuenden;CH_NT-SR_1999__Graubuenden__22sep2002;RE;;CH_SVP|UDC_RE-GR;1;;;;
CH_NT-SR_1995__Thurgau__22oct1995__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1995;CH_NT-SR_1995__Thurgau;CH_NT-SR_1995__Thurgau__22oct1995;RE;;CH_FDP|PRD_RE-TG;1;;;;
CH_NT-SR_1999__Thurgau__24oct1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Thurgau;CH_NT-SR_1999__Thurgau__24oct1999;RE;;CH_FDP|PRD_RE-TG;1;;;;
CH_NT-SR_1991__Vaud__20oct1991__district-GPS|PES;district-GPS|PES;CH_NT-SR_1991;CH_NT-SR_1991__Vaud;CH_NT-SR_1991__Vaud__20oct1991;RE;;CH_GPS|PES_RE-VD;1;;;;
CH_NT-SR_1995__Vaud__05nov1995__district-GPS|PES;district-GPS|PES;CH_NT-SR_1995;CH_NT-SR_1995__Vaud;CH_NT-SR_1995__Vaud__05nov1995;RE;;CH_GPS|PES_RE-VD;1;;;;
CH_NT-SR_1995__Vaud__22oct1995__district-GPS|PES;district-GPS|PES;CH_NT-SR_1995;CH_NT-SR_1995__Vaud;CH_NT-SR_1995__Vaud__22oct1995;RE;;CH_GPS|PES_RE-VD;1;;;;
CH_NT-SR_1991__Basel-Stadt__20oct1991__district-none;district-none;CH_NT-SR_1991;CH_NT-SR_1991__Basel-Stadt;CH_NT-SR_1991__Basel-Stadt__20oct1991;RE;;CH_none_RE-BS;1;;;;
CH_NT-SR_1999__Schaffhausen__24oct1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Schaffhausen;CH_NT-SR_1999__Schaffhausen__24oct1999;RE;;CH_FDP|PRD_RE-SH;1;;;;
CH_NT-SR_2003__Schaffhausen__19oct2003__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_2003;CH_NT-SR_2003__Schaffhausen;CH_NT-SR_2003__Schaffhausen__19oct2003;RE;;CH_FDP|PRD_RE-SH;1;;;;
CH_NT-SR_1979__Neuchatel__21oct1979__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1979;CH_NT-SR_1979__Neuchatel;CH_NT-SR_1979__Neuchatel__21oct1979;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1987__Neuchatel__18oct1987__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1987;CH_NT-SR_1987__Neuchatel;CH_NT-SR_1987__Neuchatel__18oct1987;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1991__Neuchatel__20oct1991__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1991;CH_NT-SR_1991__Neuchatel;CH_NT-SR_1991__Neuchatel__20oct1991;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1995__Neuchatel__22oct1995__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1995;CH_NT-SR_1995__Neuchatel;CH_NT-SR_1995__Neuchatel__22oct1995;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1999__Neuchatel__24oct1999__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1999;CH_NT-SR_1999__Neuchatel;CH_NT-SR_1999__Neuchatel__24oct1999;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1987__Glarus__18mar1990__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1987;CH_NT-SR_1987__Glarus;CH_NT-SR_1987__Glarus__18mar1990;RE;;CH_SPS|PSS_RE-GL;1;;;;
CH_NT-SR_1975__Basel-Landschaft__26oct1975__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1975;CH_NT-SR_1975__Basel-Landschaft;CH_NT-SR_1975__Basel-Landschaft__26oct1975;RE;;CH_SPS|PSS_RE-BL;1;;;;
CH_NT-SR_1999__Bern-Berne__04mar2001__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Bern-Berne;CH_NT-SR_1999__Bern-Berne__04mar2001;RE;;CH_none_RE-BE;1;;;;
CH_NT-SR_1971__Neuchatel__31oct1971__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1971;CH_NT-SR_1971__Neuchatel;CH_NT-SR_1971__Neuchatel__31oct1971;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1991__Aargau__20oct1991__district-FPS|PSL;district-FPS|PSL;CH_NT-SR_1991;CH_NT-SR_1991__Aargau;CH_NT-SR_1991__Aargau__20oct1991;RE;;CH_FPS|PSL_RE-AG;1;;;;
CH_NT-SR_1999__Thurgau__24oct1999__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Thurgau;CH_NT-SR_1999__Thurgau__24oct1999;RE;;CH_none_RE-TG;1;;;;
CH_NT-SR_1999__Thurgau__28nov1999__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Thurgau;CH_NT-SR_1999__Thurgau__28nov1999;RE;;CH_none_RE-TG;1;;;;
CH_NT-SR_1995__Geneve__22oct1995__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1995;CH_NT-SR_1995__Geneve;CH_NT-SR_1995__Geneve__22oct1995;RE;;CH_SPS|PSS_RE-GE;1;;;;
CH_NT-SR_1999__Geneve__24oct1999__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1999;CH_NT-SR_1999__Geneve;CH_NT-SR_1999__Geneve__24oct1999;RE;;CH_SPS|PSS_RE-GE;1;;;;
CH_NT-SR_2003__Geneve__19oct2003__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_2003;CH_NT-SR_2003__Geneve;CH_NT-SR_2003__Geneve__19oct2003;RE;;CH_SPS|PSS_RE-GE;1;;;;
CH_NT-SR_1995__Basel-Landschaft__22oct1995__district-SD|DS;district-SD|DS;CH_NT-SR_1995;CH_NT-SR_1995__Basel-Landschaft;CH_NT-SR_1995__Basel-Landschaft__22oct1995;RE;;CH_SD|DS_RE-BL;1;;;;
CH_NT-SR_2003__Zuerich__19oct2003__district-none;district-none;CH_NT-SR_2003;CH_NT-SR_2003__Zuerich;CH_NT-SR_2003__Zuerich__19oct2003;RE;;CH_none_RE-ZH;1;;;;
CH_NT-SR_1999__St-Gallen__24oct1999__district-GPS|PES;district-GPS|PES;CH_NT-SR_1999;CH_NT-SR_1999__St-Gallen;CH_NT-SR_1999__St-Gallen__24oct1999;RE;;CH_GPS|PES_RE-SG;1;;;;
CH_NT-SR_1987__Luzern__04jun1989__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1987;CH_NT-SR_1987__Luzern;CH_NT-SR_1987__Luzern__04jun1989;RE;;CH_FDP|PRD_RE-LU;1;;;;
CH_NT-SR_1991__Luzern__20oct1991__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1991;CH_NT-SR_1991__Luzern;CH_NT-SR_1991__Luzern__20oct1991;RE;;CH_FDP|PRD_RE-LU;1;;;;
CH_NT-SR_1991__Luzern__20oct1991__district-GPS|PES;district-GPS|PES;CH_NT-SR_1991;CH_NT-SR_1991__Luzern;CH_NT-SR_1991__Luzern__20oct1991;RE;;CH_GPS|PES_RE-LU;1;;;;
CH_NT-SR_1979__Schaffhausen__21oct1979__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1979;CH_NT-SR_1979__Schaffhausen;CH_NT-SR_1979__Schaffhausen__21oct1979;RE;;CH_SPS|PSS_RE-SH;1;;;;
CH_NT-SR_1983__Schaffhausen__23oct1983__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1983;CH_NT-SR_1983__Schaffhausen;CH_NT-SR_1983__Schaffhausen__23oct1983;RE;;CH_SPS|PSS_RE-SH;1;;;;
CH_NT-SR_1987__Schaffhausen__18oct1987__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1987;CH_NT-SR_1987__Schaffhausen;CH_NT-SR_1987__Schaffhausen__18oct1987;RE;;CH_SPS|PSS_RE-SH;1;;;;
CH_NT-SR_1995__Aargau__22oct1995__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1995;CH_NT-SR_1995__Aargau;CH_NT-SR_1995__Aargau__22oct1995;RE;;CH_CVP|PDC_RE-AG;1;;;;
CH_NT-SR_1995__Aargau__26nov1995__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1995;CH_NT-SR_1995__Aargau;CH_NT-SR_1995__Aargau__26nov1995;RE;;CH_CVP|PDC_RE-AG;1;;;;
CH_NT-SR_1999__Thurgau__28nov1999__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1999;CH_NT-SR_1999__Thurgau;CH_NT-SR_1999__Thurgau__28nov1999;RE;;CH_SVP|UDC_RE-TG;1;;;;
CH_NT-SR_1999__Thurgau__24oct1999__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_1999;CH_NT-SR_1999__Thurgau;CH_NT-SR_1999__Thurgau__24oct1999;RE;;CH_SVP|UDC_RE-TG;1;;;;
CH_NT-SR_2003__Thurgau__19oct2003__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_2003;CH_NT-SR_2003__Thurgau;CH_NT-SR_2003__Thurgau__19oct2003;RE;;CH_SVP|UDC_RE-TG;1;;;;
CH_NT-SR_1975__St-Gallen__26oct1975__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1975;CH_NT-SR_1975__St-Gallen;CH_NT-SR_1975__St-Gallen__26oct1975;RE;;CH_FDP|PRD_RE-SG;1;;;;
CH_NT-SR_1979__St-Gallen__21oct1979__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1979;CH_NT-SR_1979__St-Gallen;CH_NT-SR_1979__St-Gallen__21oct1979;RE;;CH_FDP|PRD_RE-SG;1;;;;
CH_NT-SR_1983__St-Gallen__23oct1983__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1983;CH_NT-SR_1983__St-Gallen;CH_NT-SR_1983__St-Gallen__23oct1983;RE;;CH_FDP|PRD_RE-SG;1;;;;
CH_NT-SR_1991__Solothurn__20oct1991__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1991;CH_NT-SR_1991__Solothurn;CH_NT-SR_1991__Solothurn__20oct1991;RE;;CH_FDP|PRD_RE-SO;1;;;;
CH_NT-SR_1995__Solothurn__22oct1995__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1995;CH_NT-SR_1995__Solothurn;CH_NT-SR_1995__Solothurn__22oct1995;RE;;CH_FDP|PRD_RE-SO;1;;;;
CH_NT-SR_1999__Solothurn__24oct1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Solothurn;CH_NT-SR_1999__Solothurn__24oct1999;RE;;CH_FDP|PRD_RE-SO;1;;;;
CH_NT-SR_2003__Solothurn__19oct2003__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_2003;CH_NT-SR_2003__Solothurn;CH_NT-SR_2003__Solothurn__19oct2003;RE;;CH_FDP|PRD_RE-SO;1;;;;
CH_NT-SR_2003__Vaud__19oct2003__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_2003;CH_NT-SR_2003__Vaud;CH_NT-SR_2003__Vaud__19oct2003;RE;;CH_SVP|UDC_RE-VD;1;;;;
CH_NT-SR_2003__Vaud__09nov2003__district-SVP|UDC;district-SVP|UDC;CH_NT-SR_2003;CH_NT-SR_2003__Vaud;CH_NT-SR_2003__Vaud__09nov2003;RE;;CH_SVP|UDC_RE-VD;1;;;;
CH_NT-SR_1979__Fribourg-Freiburg__21oct1979__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1979;CH_NT-SR_1979__Fribourg-Freiburg;CH_NT-SR_1979__Fribourg-Freiburg__21oct1979;RE;;CH_FDP|PRD_RE-FR;1;;;;
CH_NT-SR_1967__Basel-Stadt__29oct1967__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1967;CH_NT-SR_1967__Basel-Stadt;CH_NT-SR_1967__Basel-Stadt__29oct1967;RE;;CH_LPS|PLS_RE-BS;1;;;;
CH_NT-SR_1967__Basel-Stadt__12nov1967__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1967;CH_NT-SR_1967__Basel-Stadt;CH_NT-SR_1967__Basel-Stadt__12nov1967;RE;;CH_LPS|PLS_RE-BS;1;;;;
CH_NT-SR_1975__Basel-Stadt__03dec1978__district-none;district-none;CH_NT-SR_1975;CH_NT-SR_1975__Basel-Stadt;CH_NT-SR_1975__Basel-Stadt__03dec1978;RE;;CH_none_RE-BS;1;;;;
CH_NT-SR_1979__Graubuenden__20may1979__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1979;CH_NT-SR_1979__Graubuenden;CH_NT-SR_1979__Graubuenden__20may1979;RE;;CH_SPS|PSS_RE-GR;1;;;;
CH_NT-SR_1975__Vaud__26oct1975__district-none;district-none;CH_NT-SR_1975;CH_NT-SR_1975__Vaud;CH_NT-SR_1975__Vaud__26oct1975;RE;;CH_none_RE-VD;1;;;;
CH_NT-SR_1999__Ticino__24oct1999__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Ticino;CH_NT-SR_1999__Ticino__24oct1999;RE;;CH_none_RE-TI;1;;;;
CH_NT-SR_1999__Ticino__24oct1999__district-GPS|PES;district-GPS|PES;CH_NT-SR_1999;CH_NT-SR_1999__Ticino;CH_NT-SR_1999__Ticino__24oct1999;RE;;CH_GPS|PES_RE-TI;1;;;;
CH_NT-SR_1975__Neuchatel__26oct1975__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1975;CH_NT-SR_1975__Neuchatel;CH_NT-SR_1975__Neuchatel__26oct1975;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1983__Ticino__23oct1983__district-PSA|PSU;district-PSA|PSU;CH_NT-SR_1983;CH_NT-SR_1983__Ticino;CH_NT-SR_1983__Ticino__23oct1983;RE;;CH_PSA|PSU_RE-TI;1;;;;
CH_NT-SR_1999__Valais__24oct1999__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Valais;CH_NT-SR_1999__Valais__24oct1999;RE;;CH_none_RE-VS;1;;;;
CH_NT-SR_2003__Valais__19oct2003__district-none;district-none;CH_NT-SR_2003;CH_NT-SR_2003__Valais;CH_NT-SR_2003__Valais__19oct2003;RE;;CH_none_RE-VS;1;;;;
CH_NT-SR_1987__Ticino__18oct1987__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1987;CH_NT-SR_1987__Ticino;CH_NT-SR_1987__Ticino__18oct1987;RE;;CH_PdA|PdT_RE-TI;1;;;;
CH_NT-SR_1987__Neuchatel__18oct1987__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1987;CH_NT-SR_1987__Neuchatel;CH_NT-SR_1987__Neuchatel__18oct1987;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1991__Neuchatel__20oct1991__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1991;CH_NT-SR_1991__Neuchatel;CH_NT-SR_1991__Neuchatel__20oct1991;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1995__Neuchatel__22oct1995__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1995;CH_NT-SR_1995__Neuchatel;CH_NT-SR_1995__Neuchatel__22oct1995;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1999__Neuchatel__24oct1999__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1999;CH_NT-SR_1999__Neuchatel;CH_NT-SR_1999__Neuchatel__24oct1999;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1999__Neuchatel__07nov1999__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1999;CH_NT-SR_1999__Neuchatel;CH_NT-SR_1999__Neuchatel__07nov1999;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1987__Graubuenden__23sep1990__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1987;CH_NT-SR_1987__Graubuenden;CH_NT-SR_1987__Graubuenden__23sep1990;RE;;CH_CVP|PDC_RE-GR;1;;;;
CH_NT-SR_1979__Graubuenden__20may1979__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1979;CH_NT-SR_1979__Graubuenden;CH_NT-SR_1979__Graubuenden__20may1979;RE;;CH_CVP|PDC_RE-GR;1;;;;
CH_NT-SR_1979__Graubuenden__10jun1979__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1979;CH_NT-SR_1979__Graubuenden;CH_NT-SR_1979__Graubuenden__10jun1979;RE;;CH_CVP|PDC_RE-GR;1;;;;
CH_NT-SR_1979__Graubuenden__07mar1982__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1979;CH_NT-SR_1979__Graubuenden;CH_NT-SR_1979__Graubuenden__07mar1982;RE;;CH_CVP|PDC_RE-GR;1;;;;
CH_NT-SR_1983__Graubuenden__16mar1986__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1983;CH_NT-SR_1983__Graubuenden;CH_NT-SR_1983__Graubuenden__16mar1986;RE;;CH_CVP|PDC_RE-GR;1;;;;
CH_NT-SR_1995__Ticino__22oct1995__district-none;district-none;CH_NT-SR_1995;CH_NT-SR_1995__Ticino;CH_NT-SR_1995__Ticino__22oct1995;RE;;CH_none_RE-TI;1;;;;
CH_NT-SR_1999__Vaud__24oct1999__district-none;district-none;CH_NT-SR_1999;CH_NT-SR_1999__Vaud;CH_NT-SR_1999__Vaud__24oct1999;RE;;CH_none_RE-VD;1;;;;
CH_NT-SR_1983__Vaud__23oct1983__district-FGA|AVF;district-FGA|AVF;CH_NT-SR_1983;CH_NT-SR_1983__Vaud;CH_NT-SR_1983__Vaud__23oct1983;RE;;CH_FGA|AVF_RE-VD;1;;;;
CH_NT-SR_1967__Geneve__29oct1967__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1967;CH_NT-SR_1967__Geneve;CH_NT-SR_1967__Geneve__29oct1967;RE;;CH_LPS|PLS_RE-GE;1;;;;
CH_NT-SR_1987__Geneve__18oct1987__district-SPS|PSS;district-SPS|PSS;CH_NT-SR_1987;CH_NT-SR_1987__Geneve;CH_NT-SR_1987__Geneve__18oct1987;RE;;CH_SPS|PSS_RE-GE;1;;;;
CH_NT-SR_1967__Luzern__29oct1967__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1967;CH_NT-SR_1967__Luzern;CH_NT-SR_1967__Luzern__29oct1967;RE;;CH_FDP|PRD_RE-LU;1;;;;
CH_NT-SR_1999__Geneve__24oct1999__district-Sol;district-Sol;CH_NT-SR_1999;CH_NT-SR_1999__Geneve;CH_NT-SR_1999__Geneve__24oct1999;RE;;CH_Sol_RE-GE;1;;;;
CH_NT-SR_1971__Neuchatel__31oct1971__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1971;CH_NT-SR_1971__Neuchatel;CH_NT-SR_1971__Neuchatel__31oct1971;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1971__Neuchatel__07nov1971__district-LPS|PLS;district-LPS|PLS;CH_NT-SR_1971;CH_NT-SR_1971__Neuchatel;CH_NT-SR_1971__Neuchatel__07nov1971;RE;;CH_LPS|PLS_RE-NE;1;;;;
CH_NT-SR_1999__Valais__07nov1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Valais;CH_NT-SR_1999__Valais__07nov1999;RE;;CH_FDP|PRD_RE-VS;1;;;;
CH_NT-SR_1999__Valais__24oct1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Valais;CH_NT-SR_1999__Valais__24oct1999;RE;;CH_FDP|PRD_RE-VS;1;;;;
CH_NT-SR_1987__Valais__18oct1987__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1987;CH_NT-SR_1987__Valais;CH_NT-SR_1987__Valais__18oct1987;RE;;CH_FDP|PRD_RE-VS;1;;;;
CH_NT-SR_1999__Fribourg-Freiburg__24oct1999__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_1999;CH_NT-SR_1999__Fribourg-Freiburg;CH_NT-SR_1999__Fribourg-Freiburg__24oct1999;RE;;CH_FDP|PRD_RE-FR;1;;;;
CH_NT-SR_2003__Fribourg-Freiburg__19oct2003__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_2003;CH_NT-SR_2003__Fribourg-Freiburg;CH_NT-SR_2003__Fribourg-Freiburg__19oct2003;RE;;CH_FDP|PRD_RE-FR;1;;;;
CH_NT-SR_2003__Fribourg-Freiburg__09nov2003__district-FDP|PRD;district-FDP|PRD;CH_NT-SR_2003;CH_NT-SR_2003__Fribourg-Freiburg;CH_NT-SR_2003__Fribourg-Freiburg__09nov2003;RE;;CH_FDP|PRD_RE-FR;1;;;;
CH_NT-SR_1975__Neuchatel__26oct1975__district-PdA|PdT;district-PdA|PdT;CH_NT-SR_1975;CH_NT-SR_1975__Neuchatel;CH_NT-SR_1975__Neuchatel__26oct1975;RE;;CH_PdA|PdT_RE-NE;1;;;;
CH_NT-SR_1983__Fribourg-Freiburg__23oct1983__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1983;CH_NT-SR_1983__Fribourg-Freiburg;CH_NT-SR_1983__Fribourg-Freiburg__23oct1983;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1987__Fribourg-Freiburg__18oct1987__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1987;CH_NT-SR_1987__Fribourg-Freiburg;CH_NT-SR_1987__Fribourg-Freiburg__18oct1987;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1991__Fribourg-Freiburg__20oct1991__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1991;CH_NT-SR_1991__Fribourg-Freiburg;CH_NT-SR_1991__Fribourg-Freiburg__20oct1991;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1991__Fribourg-Freiburg__17nov1991__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1991;CH_NT-SR_1991__Fribourg-Freiburg;CH_NT-SR_1991__Fribourg-Freiburg__17nov1991;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1995__Fribourg-Freiburg__22oct1995__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1995;CH_NT-SR_1995__Fribourg-Freiburg;CH_NT-SR_1995__Fribourg-Freiburg__22oct1995;RE;;CH_CVP|PDC_RE-FR;1;;;;
CH_NT-SR_1999__Fribourg-Freiburg__24oct1999__district-CVP|PDC;district-CVP|PDC;CH_NT-SR_1999;CH_NT-SR_1999__Fribourg-Freiburg;CH_NT-SR_1999__Fribourg-Freiburg__24oct1999;RE;;CH_CVP|PDC_RE-FR;1;;;;
